,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
27,6,0,0,1,3,0,3,6,7,0,0,1,3,1,3,7,13,1,1,1,2,1,6,5,True
28,6,0,0,1,3,0,3,6,9,1,1,0,0,1,4,1,2,0,0,0,1,0,1,2,True
29,7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
30,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
31,6,0,0,1,3,0,3,6,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,True
32,9,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
33,9,1,1,0,0,1,4,1,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,False
34,8,1,1,0,0,0,4,0,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
35,9,1,1,0,0,1,4,1,7,0,0,1,3,1,3,7,13,1,1,1,2,1,6,5,True
36,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,True
37,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,14,1,1,1,3,0,7,6,False
38,8,1,1,0,0,0,4,0,12,1,1,1,2,0,6,4,10,1,1,0,1,0,5,2,False
39,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
40,11,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,True
41,11,1,1,0,1,1,5,3,3,0,0,0,1,1,1,3,8,1,1,0,0,0,4,0,True
42,11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,13,1,1,1,2,1,6,5,True
43,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,11,1,1,0,1,1,5,3,False
44,11,1,1,0,1,1,5,3,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,False
45,10,1,1,0,1,0,5,2,10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,False
46,10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,0,0,0,0,0,0,0,0,False
47,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,False
48,13,1,1,1,2,1,6,5,1,0,0,0,0,1,0,1,4,0,0,1,2,0,2,4,False
49,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
50,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,8,1,1,0,0,0,4,0,False
51,13,1,1,1,2,1,6,5,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,False
52,13,1,1,1,2,1,6,5,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,False
53,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,9,1,1,0,0,1,4,1,True
54,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,8,1,1,0,0,0,4,0,False
55,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,True
56,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,12,1,1,1,2,0,6,4,False
57,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,True
58,14,1,1,1,3,0,7,6,5,0,0,1,2,1,2,5,6,0,0,1,3,0,3,6,True
59,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,9,1,1,0,0,1,4,1,False
60,15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,5,0,0,1,2,1,2,5,False
61,15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,False
62,15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,True
63,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,True
64,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,2,1,2,5,False
65,1,0,0,0,0,1,0,1,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
66,1,0,0,0,0,1,0,1,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,True
67,1,0,0,0,0,1,0,1,7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,True
68,0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,13,1,1,1,2,1,6,5,False
69,0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,True
70,0,0,0,0,0,0,0,0,13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,True
71,0,0,0,0,0,0,0,0,15,1,1,1,3,1,7,7,2,0,0,0,1,0,1,2,False
72,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,True
73,3,0,0,0,1,1,1,3,3,0,0,0,1,1,1,3,6,0,0,1,3,0,3,6,False
74,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,True
75,2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,12,1,1,1,2,0,6,4,True
76,3,0,0,0,1,1,1,3,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,True
77,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,8,1,1,0,0,0,4,0,True
78,3,0,0,0,1,1,1,3,13,1,1,1,2,1,6,5,15,1,1,1,3,1,7,7,True
79,2,0,0,0,1,0,1,2,15,1,1,1,3,1,7,7,7,0,0,1,3,1,3,7,True
80,4,0,0,1,2,0,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
81,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,13,1,1,1,2,1,6,5,False
82,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,6,0,0,1,3,0,3,6,True
83,4,0,0,1,2,0,2,4,7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,False
84,4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,True
85,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,7,0,0,1,3,1,3,7,False
86,5,0,0,1,2,1,2,5,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
87,5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,4,0,0,1,2,0,2,4,True
88,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,True
89,6,0,0,1,3,0,3,6,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,False
90,6,0,0,1,3,0,3,6,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,False
91,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,0,0,0,0,0,0,0,0,False
92,7,0,0,1,3,1,3,7,8,1,1,0,0,0,4,0,3,0,0,0,1,1,1,3,True
93,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,13,1,1,1,2,1,6,5,False
94,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,False
95,7,0,0,1,3,1,3,7,15,1,1,1,3,1,7,7,7,0,0,1,3,1,3,7,True
96,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,2,5,False
97,9,1,1,0,0,1,4,1,3,0,0,0,1,1,1,3,1,0,0,0,0,1,0,1,True
98,9,1,1,0,0,1,4,1,5,0,0,1,2,1,2,5,15,1,1,1,3,1,7,7,True
99,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,4,0,0,1,2,0,2,4,True
100,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,3,0,0,0,1,1,1,3,True
101,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,7,0,0,1,3,1,3,7,False
102,9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,True
103,8,1,1,0,0,0,4,0,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,True
104,10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,False
105,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,True
106,11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,5,0,0,1,2,1,2,5,True
107,10,1,1,0,1,0,5,2,6,0,0,1,3,0,3,6,7,0,0,1,3,1,3,7,True
108,10,1,1,0,1,0,5,2,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,True
109,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,10,1,1,0,1,0,5,2,True
110,10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,12,1,1,1,2,0,6,4,True
111,10,1,1,0,1,0,5,2,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,False
112,12,1,1,1,2,0,6,4,0,0,0,0,0,0,0,0,13,1,1,1,2,1,6,5,False
113,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,10,1,1,0,1,0,5,2,True
114,13,1,1,1,2,1,6,5,4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,True
115,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,False
116,12,1,1,1,2,0,6,4,9,1,1,0,0,1,4,1,13,1,1,1,2,1,6,5,False
117,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,False
118,13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,3,0,0,0,1,1,1,3,False
119,13,1,1,1,2,1,6,5,14,1,1,1,3,0,7,6,1,0,0,0,0,1,0,1,False
120,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,True
121,15,1,1,1,3,1,7,7,3,0,0,0,1,1,1,3,1,0,0,0,0,1,0,1,True
122,15,1,1,1,3,1,7,7,5,0,0,1,2,1,2,5,1,0,0,0,0,1,0,1,False
123,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,True
124,15,1,1,1,3,1,7,7,9,1,1,0,0,1,4,1,7,0,0,1,3,1,3,7,False
125,15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,8,1,1,0,0,0,4,0,True
126,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,8,1,1,0,0,0,4,0,False
127,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,False
128,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,3,True
129,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,False
130,0,0,0,0,0,0,0,0,5,0,0,1,2,1,2,5,7,0,0,1,3,1,3,7,True
131,0,0,0,0,0,0,0,0,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,False
132,1,0,0,0,0,1,0,1,9,1,1,0,0,1,4,1,1,0,0,0,0,1,0,1,True
133,0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,False
134,0,0,0,0,0,0,0,0,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,True
135,1,0,0,0,0,1,0,1,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,True
136,3,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,8,1,1,0,0,0,4,0,True
137,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,True
138,2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,True
139,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,False
140,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,3,0,0,0,1,1,1,3,True
141,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
142,2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,True
143,2,0,0,0,1,0,1,2,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,False
144,4,0,0,1,2,0,2,4,0,0,0,0,0,0,0,0,4,0,0,1,2,0,2,4,False
145,4,0,0,1,2,0,2,4,3,0,0,0,1,1,1,3,14,1,1,1,3,0,7,6,False
146,4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,8,1,1,0,0,0,4,0,False
147,4,0,0,1,2,0,2,4,6,0,0,1,3,0,3,6,2,0,0,0,1,0,1,2,False
148,4,0,0,1,2,0,2,4,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,False
149,4,0,0,1,2,0,2,4,10,1,1,0,1,0,5,2,10,1,1,0,1,0,5,2,True
150,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,True
151,4,0,0,1,2,0,2,4,14,1,1,1,3,0,7,6,8,1,1,0,0,0,4,0,False
152,6,0,0,1,3,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,3,True
153,7,0,0,1,3,1,3,7,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,False
154,7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,False
155,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,False
156,7,0,0,1,3,1,3,7,8,1,1,0,0,0,4,0,4,0,0,1,2,0,2,4,False
157,6,0,0,1,3,0,3,6,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
158,7,0,0,1,3,1,3,7,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
159,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,4,0,0,1,2,0,2,4,True
160,8,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,4,0,0,1,2,0,2,4,False
161,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,False
162,9,1,1,0,0,1,4,1,5,0,0,1,2,1,2,5,6,0,0,1,3,0,3,6,True
163,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,False
164,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,14,1,1,1,3,0,7,6,False
165,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,False
166,9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,False
167,8,1,1,0,0,0,4,0,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,False
168,11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,True
169,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,9,1,1,0,0,1,4,1,True
170,10,1,1,0,1,0,5,2,4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,False
171,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,7,0,0,1,3,1,3,7,True
172,11,1,1,0,1,1,5,3,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,True
173,10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,False
174,10,1,1,0,1,0,5,2,13,1,1,1,2,1,6,5,0,0,0,0,0,0,0,0,False
175,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,7,0,0,1,3,1,3,7,True
176,12,1,1,1,2,0,6,4,0,0,0,0,0,0,0,0,4,0,0,1,2,0,2,4,False
177,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,True
178,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,10,1,1,0,1,0,5,2,False
179,12,1,1,1,2,0,6,4,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,True
180,13,1,1,1,2,1,6,5,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,False
181,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,True
182,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,9,1,1,0,0,1,4,1,False
183,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,8,1,1,0,0,0,4,0,False
184,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,True
185,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
186,15,1,1,1,3,1,7,7,5,0,0,1,2,1,2,5,13,1,1,1,2,1,6,5,True
187,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,True
188,14,1,1,1,3,0,7,6,8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,False
189,14,1,1,1,3,0,7,6,11,1,1,0,1,1,5,3,3,0,0,0,1,1,1,3,True
190,15,1,1,1,3,1,7,7,13,1,1,1,2,1,6,5,8,1,1,0,0,0,4,0,False
191,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,14,1,1,1,3,0,7,6,True
192,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,1,1,1,3,1,7,7,False
193,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,True
194,1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
195,0,0,0,0,0,0,0,0,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,True
196,0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,False
197,0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,7,0,0,1,3,1,3,7,False
198,0,0,0,0,0,0,0,0,12,1,1,1,2,0,6,4,12,1,1,1,2,0,6,4,True
199,0,0,0,0,0,0,0,0,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,False
200,3,0,0,0,1,1,1,3,1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,False
201,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,False
202,2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
203,2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,10,1,1,0,1,0,5,2,False
204,2,0,0,0,1,0,1,2,9,1,1,0,0,1,4,1,13,1,1,1,2,1,6,5,False
205,2,0,0,0,1,0,1,2,10,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,True
206,2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,False
207,3,0,0,0,1,1,1,3,15,1,1,1,3,1,7,7,9,1,1,0,0,1,4,1,False
208,4,0,0,1,2,0,2,4,0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,True
209,5,0,0,1,2,1,2,5,3,0,0,0,1,1,1,3,15,1,1,1,3,1,7,7,False
210,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,13,1,1,1,2,1,6,5,True
211,4,0,0,1,2,0,2,4,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,True
212,5,0,0,1,2,1,2,5,8,1,1,0,0,0,4,0,3,0,0,0,1,1,1,3,True
213,5,0,0,1,2,1,2,5,10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,False
214,4,0,0,1,2,0,2,4,13,1,1,1,2,1,6,5,2,0,0,0,1,0,1,2,False
215,5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,True
216,7,0,0,1,3,1,3,7,1,0,0,0,0,1,0,1,13,1,1,1,2,1,6,5,False
217,7,0,0,1,3,1,3,7,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,True
218,6,0,0,1,3,0,3,6,5,0,0,1,2,1,2,5,7,0,0,1,3,1,3,7,True
219,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
220,7,0,0,1,3,1,3,7,9,1,1,0,0,1,4,1,5,0,0,1,2,1,2,5,False
221,7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
222,7,0,0,1,3,1,3,7,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,False
223,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,True
224,8,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,13,1,1,1,2,1,6,5,False
225,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,False
226,8,1,1,0,0,0,4,0,4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,True
227,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,12,1,1,1,2,0,6,4,True
228,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,False
229,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,False
230,9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,7,0,0,1,3,1,3,7,True
231,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,3,0,0,0,1,1,1,3,False
232,10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
233,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,4,0,0,1,2,0,2,4,False
234,10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,True
235,11,1,1,0,1,1,5,3,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,False
236,11,1,1,0,1,1,5,3,8,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,True
237,10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,True
238,11,1,1,0,1,1,5,3,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,True
239,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,5,0,0,1,2,1,2,5,True
240,12,1,1,1,2,0,6,4,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,True
241,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
242,12,1,1,1,2,0,6,4,4,0,0,1,2,0,2,4,7,0,0,1,3,1,3,7,True
243,13,1,1,1,2,1,6,5,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,True
244,12,1,1,1,2,0,6,4,9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,True
245,13,1,1,1,2,1,6,5,11,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,True
246,12,1,1,1,2,0,6,4,12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,True
247,13,1,1,1,2,1,6,5,15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,True
248,14,1,1,1,3,0,7,6,1,0,0,0,0,1,0,1,15,1,1,1,3,1,7,7,False
249,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,10,1,1,0,1,0,5,2,True
250,15,1,1,1,3,1,7,7,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,False
251,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,4,0,0,1,2,0,2,4,True
252,15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,10,1,1,0,1,0,5,2,True
253,15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,True
254,15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,9,1,1,0,0,1,4,1,False
255,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,True
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,True
257,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,2,13,1,1,1,2,1,6,5,False
258,1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,5,0,0,1,2,1,2,5,True
259,1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,True
260,0,0,0,0,0,0,0,0,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,True
261,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,12,1,1,1,2,0,6,4,False
262,0,0,0,0,0,0,0,0,12,1,1,1,2,0,6,4,9,1,1,0,0,1,4,1,False
263,1,0,0,0,0,1,0,1,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,True
