,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
47,0,0,0,0,0,0,0,12,2,1,0,1,6,4,0,0,0,0,0,0,0,4,2,0,0,1,2,4,False,True
48,14,3,1,0,1,7,6,6,3,0,0,1,3,6,13,2,1,1,1,6,5,12,2,1,0,1,6,4,False,True
49,9,0,1,1,0,4,1,10,1,1,0,0,5,2,0,0,0,0,0,0,0,15,3,1,1,1,7,7,False,True
50,8,0,1,0,0,4,0,7,3,0,1,1,3,7,10,1,1,0,0,5,2,7,3,0,1,1,3,7,False,False
51,4,2,0,0,1,2,4,15,3,1,1,1,7,7,9,0,1,1,0,4,1,15,3,1,1,1,7,7,True,False
52,12,2,1,0,1,6,4,8,0,1,0,0,4,0,4,2,0,0,1,2,4,11,1,1,1,0,5,3,False,True
53,3,1,0,1,0,1,3,14,3,1,0,1,7,6,12,2,1,0,1,6,4,5,2,0,1,1,2,5,True,True
54,4,2,0,0,1,2,4,0,0,0,0,0,0,0,4,2,0,0,1,2,4,12,2,1,0,1,6,4,True,False
55,4,2,0,0,1,2,4,12,2,1,0,1,6,4,3,1,0,1,0,1,3,5,2,0,1,1,2,5,False,True
56,14,3,1,0,1,7,6,11,1,1,1,0,5,3,6,3,0,0,1,3,6,15,3,1,1,1,7,7,False,True
57,4,2,0,0,1,2,4,9,0,1,1,0,4,1,12,2,1,0,1,6,4,9,0,1,1,0,4,1,True,False
58,1,0,0,1,0,0,1,7,3,0,1,1,3,7,9,0,1,1,0,4,1,14,3,1,0,1,7,6,False,False
59,10,1,1,0,0,5,2,3,1,0,1,0,1,3,7,3,0,1,1,3,7,5,2,0,1,1,2,5,True,False
60,2,1,0,0,0,1,2,3,1,0,1,0,1,3,14,3,1,0,1,7,6,12,2,1,0,1,6,4,False,False
61,7,3,0,1,1,3,7,3,1,0,1,0,1,3,10,1,1,0,0,5,2,9,0,1,1,0,4,1,False,False
62,13,2,1,1,1,6,5,4,2,0,0,1,2,4,1,0,0,1,0,0,1,7,3,0,1,1,3,7,True,False
63,9,0,1,1,0,4,1,3,1,0,1,0,1,3,5,2,0,1,1,2,5,12,2,1,0,1,6,4,True,True
64,12,2,1,0,1,6,4,6,3,0,0,1,3,6,0,0,0,0,0,0,0,8,0,1,0,0,4,0,True,True
65,14,3,1,0,1,7,6,0,0,0,0,0,0,0,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,False
66,1,0,0,1,0,0,1,8,0,1,0,0,4,0,6,3,0,0,1,3,6,0,0,0,0,0,0,0,False,True
67,10,1,1,0,0,5,2,3,1,0,1,0,1,3,6,3,0,0,1,3,6,8,0,1,0,0,4,0,True,True
68,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,2,0,0,1,2,4,10,1,1,0,0,5,2,True,False
69,9,0,1,1,0,4,1,4,2,0,0,1,2,4,2,1,0,0,0,1,2,8,0,1,0,0,4,0,True,True
70,4,2,0,0,1,2,4,9,0,1,1,0,4,1,4,2,0,0,1,2,4,0,0,0,0,0,0,0,False,True
71,2,1,0,0,0,1,2,11,1,1,1,0,5,3,1,0,0,1,0,0,1,9,0,1,1,0,4,1,False,False
72,7,3,0,1,1,3,7,5,2,0,1,1,2,5,8,0,1,0,0,4,0,3,1,0,1,0,1,3,False,True
73,15,3,1,1,1,7,7,13,2,1,1,1,6,5,12,2,1,0,1,6,4,11,1,1,1,0,5,3,True,True
74,15,3,1,1,1,7,7,13,2,1,1,1,6,5,2,1,0,0,0,1,2,1,0,0,1,0,0,1,False,False
75,3,1,0,1,0,1,3,7,3,0,1,1,3,7,15,3,1,1,1,7,7,3,1,0,1,0,1,3,False,True
76,11,1,1,1,0,5,3,2,1,0,0,0,1,2,9,0,1,1,0,4,1,1,0,0,1,0,0,1,False,False
77,3,1,0,1,0,1,3,8,0,1,0,0,4,0,13,2,1,1,1,6,5,11,1,1,1,0,5,3,True,False
78,9,0,1,1,0,4,1,11,1,1,1,0,5,3,14,3,1,0,1,7,6,4,2,0,0,1,2,4,True,False
79,12,2,1,0,1,6,4,6,3,0,0,1,3,6,4,2,0,0,1,2,4,5,2,0,1,1,2,5,True,False
80,1,0,0,1,0,0,1,11,1,1,1,0,5,3,11,1,1,1,0,5,3,6,3,0,0,1,3,6,True,True
81,4,2,0,0,1,2,4,15,3,1,1,1,7,7,1,0,0,1,0,0,1,2,1,0,0,0,1,2,False,True
82,13,2,1,1,1,6,5,9,0,1,1,0,4,1,8,0,1,0,0,4,0,2,1,0,0,0,1,2,True,False
83,2,1,0,0,0,1,2,2,1,0,0,0,1,2,13,2,1,1,1,6,5,1,0,0,1,0,0,1,False,True
84,1,0,0,1,0,0,1,9,0,1,1,0,4,1,2,1,0,0,0,1,2,12,2,1,0,1,6,4,False,False
85,9,0,1,1,0,4,1,12,2,1,0,1,6,4,15,3,1,1,1,7,7,2,1,0,0,0,1,2,True,False
86,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,1,0,0,1,9,0,1,1,0,4,1,True,False
87,11,1,1,1,0,5,3,8,0,1,0,0,4,0,11,1,1,1,0,5,3,14,3,1,0,1,7,6,True,True
88,4,2,0,0,1,2,4,13,2,1,1,1,6,5,10,1,1,0,0,5,2,7,3,0,1,1,3,7,True,True
89,13,2,1,1,1,6,5,8,0,1,0,0,4,0,14,3,1,0,1,7,6,12,2,1,0,1,6,4,True,True
90,10,1,1,0,0,5,2,0,0,0,0,0,0,0,9,0,1,1,0,4,1,3,1,0,1,0,1,3,False,False
91,12,2,1,0,1,6,4,8,0,1,0,0,4,0,0,0,0,0,0,0,0,15,3,1,1,1,7,7,False,True
92,7,3,0,1,1,3,7,15,3,1,1,1,7,7,11,1,1,1,0,5,3,15,3,1,1,1,7,7,True,False
93,7,3,0,1,1,3,7,3,1,0,1,0,1,3,3,1,0,1,0,1,3,12,2,1,0,1,6,4,True,False
94,15,3,1,1,1,7,7,15,3,1,1,1,7,7,7,3,0,1,1,3,7,7,3,0,1,1,3,7,False,False
95,14,3,1,0,1,7,6,12,2,1,0,1,6,4,5,2,0,1,1,2,5,9,0,1,1,0,4,1,False,True
96,3,1,0,1,0,1,3,15,3,1,1,1,7,7,12,2,1,0,1,6,4,14,3,1,0,1,7,6,True,False
97,6,3,0,0,1,3,6,3,1,0,1,0,1,3,11,1,1,1,0,5,3,6,3,0,0,1,3,6,False,True
98,6,3,0,0,1,3,6,0,0,0,0,0,0,0,14,3,1,0,1,7,6,4,2,0,0,1,2,4,False,True
99,6,3,0,0,1,3,6,14,3,1,0,1,7,6,15,3,1,1,1,7,7,0,0,0,0,0,0,0,True,True
100,10,1,1,0,0,5,2,1,0,0,1,0,0,1,3,1,0,1,0,1,3,13,2,1,1,1,6,5,True,True
101,3,1,0,1,0,1,3,7,3,0,1,1,3,7,8,0,1,0,0,4,0,6,3,0,0,1,3,6,False,True
102,8,0,1,0,0,4,0,5,2,0,1,1,2,5,12,2,1,0,1,6,4,0,0,0,0,0,0,0,False,False
103,15,3,1,1,1,7,7,2,1,0,0,0,1,2,5,2,0,1,1,2,5,3,1,0,1,0,1,3,True,False
104,11,1,1,1,0,5,3,3,1,0,1,0,1,3,14,3,1,0,1,7,6,11,1,1,1,0,5,3,False,True
105,8,0,1,0,0,4,0,4,2,0,0,1,2,4,11,1,1,1,0,5,3,11,1,1,1,0,5,3,False,True
106,6,3,0,0,1,3,6,7,3,0,1,1,3,7,12,2,1,0,1,6,4,11,1,1,1,0,5,3,False,False
107,10,1,1,0,0,5,2,4,2,0,0,1,2,4,7,3,0,1,1,3,7,7,3,0,1,1,3,7,True,False
108,12,2,1,0,1,6,4,10,1,1,0,0,5,2,5,2,0,1,1,2,5,0,0,0,0,0,0,0,False,False
109,1,0,0,1,0,0,1,1,0,0,1,0,0,1,6,3,0,0,1,3,6,3,1,0,1,0,1,3,True,True
110,4,2,0,0,1,2,4,10,1,1,0,0,5,2,13,2,1,1,1,6,5,11,1,1,1,0,5,3,True,False
111,1,0,0,1,0,0,1,6,3,0,0,1,3,6,11,1,1,1,0,5,3,4,2,0,0,1,2,4,False,True
112,15,3,1,1,1,7,7,5,2,0,1,1,2,5,5,2,0,1,1,2,5,12,2,1,0,1,6,4,True,True
113,8,0,1,0,0,4,0,14,3,1,0,1,7,6,4,2,0,0,1,2,4,14,3,1,0,1,7,6,False,True
114,8,0,1,0,0,4,0,10,1,1,0,0,5,2,3,1,0,1,0,1,3,6,3,0,0,1,3,6,False,False
115,5,2,0,1,1,2,5,15,3,1,1,1,7,7,3,1,0,1,0,1,3,14,3,1,0,1,7,6,False,False
116,13,2,1,1,1,6,5,10,1,1,0,0,5,2,8,0,1,0,0,4,0,10,1,1,0,0,5,2,True,True
117,2,1,0,0,0,1,2,13,2,1,1,1,6,5,7,3,0,1,1,3,7,5,2,0,1,1,2,5,False,True
118,5,2,0,1,1,2,5,10,1,1,0,0,5,2,7,3,0,1,1,3,7,12,2,1,0,1,6,4,False,False
119,5,2,0,1,1,2,5,7,3,0,1,1,3,7,3,1,0,1,0,1,3,5,2,0,1,1,2,5,True,True
120,14,3,1,0,1,7,6,6,3,0,0,1,3,6,6,3,0,0,1,3,6,15,3,1,1,1,7,7,True,True
121,5,2,0,1,1,2,5,14,3,1,0,1,7,6,9,0,1,1,0,4,1,8,0,1,0,0,4,0,True,False
122,0,0,0,0,0,0,0,12,2,1,0,1,6,4,0,0,0,0,0,0,0,14,3,1,0,1,7,6,False,False
123,10,1,1,0,0,5,2,1,0,0,1,0,0,1,12,2,1,0,1,6,4,5,2,0,1,1,2,5,False,False
124,2,1,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,13,2,1,1,1,6,5,True,False
125,7,3,0,1,1,3,7,12,2,1,0,1,6,4,8,0,1,0,0,4,0,8,0,1,0,0,4,0,True,False
126,13,2,1,1,1,6,5,4,2,0,0,1,2,4,0,0,0,0,0,0,0,7,3,0,1,1,3,7,True,False
127,8,0,1,0,0,4,0,5,2,0,1,1,2,5,14,3,1,0,1,7,6,13,2,1,1,1,6,5,False,True
128,12,2,1,0,1,6,4,9,0,1,1,0,4,1,14,3,1,0,1,7,6,8,0,1,0,0,4,0,True,True
129,15,3,1,1,1,7,7,6,3,0,0,1,3,6,13,2,1,1,1,6,5,5,2,0,1,1,2,5,False,False
130,0,0,0,0,0,0,0,3,1,0,1,0,1,3,4,2,0,0,1,2,4,1,0,0,1,0,0,1,True,True
131,10,1,1,0,0,5,2,13,2,1,1,1,6,5,5,2,0,1,1,2,5,9,0,1,1,0,4,1,False,True
132,1,0,0,1,0,0,1,7,3,0,1,1,3,7,7,3,0,1,1,3,7,10,1,1,0,0,5,2,True,False
133,8,0,1,0,0,4,0,14,3,1,0,1,7,6,8,0,1,0,0,4,0,8,0,1,0,0,4,0,True,True
134,5,2,0,1,1,2,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,True,True
135,3,1,0,1,0,1,3,8,0,1,0,0,4,0,13,2,1,1,1,6,5,8,0,1,0,0,4,0,True,False
136,6,3,0,0,1,3,6,13,2,1,1,1,6,5,1,0,0,1,0,0,1,3,1,0,1,0,1,3,False,True
137,15,3,1,1,1,7,7,1,0,0,1,0,0,1,8,0,1,0,0,4,0,11,1,1,1,0,5,3,False,True
138,14,3,1,0,1,7,6,10,1,1,0,0,5,2,9,0,1,1,0,4,1,1,0,0,1,0,0,1,True,False
139,3,1,0,1,0,1,3,0,0,0,0,0,0,0,3,1,0,1,0,1,3,2,1,0,0,0,1,2,True,True
140,11,1,1,1,0,5,3,0,0,0,0,0,0,0,12,2,1,0,1,6,4,1,0,0,1,0,0,1,False,False
141,2,1,0,0,0,1,2,2,1,0,0,0,1,2,7,3,0,1,1,3,7,11,1,1,1,0,5,3,True,False
142,8,0,1,0,0,4,0,6,3,0,0,1,3,6,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,False
143,13,2,1,1,1,6,5,1,0,0,1,0,0,1,5,2,0,1,1,2,5,5,2,0,1,1,2,5,True,False
144,1,0,0,1,0,0,1,14,3,1,0,1,7,6,12,2,1,0,1,6,4,6,3,0,0,1,3,6,True,True
145,5,2,0,1,1,2,5,6,3,0,0,1,3,6,0,0,0,0,0,0,0,2,1,0,0,0,1,2,True,True
146,12,2,1,0,1,6,4,7,3,0,1,1,3,7,15,3,1,1,1,7,7,2,1,0,0,0,1,2,False,False
147,3,1,0,1,0,1,3,9,0,1,1,0,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,False,True
148,0,0,0,0,0,0,0,14,3,1,0,1,7,6,7,3,0,1,1,3,7,12,2,1,0,1,6,4,False,False
149,8,0,1,0,0,4,0,10,1,1,0,0,5,2,15,3,1,1,1,7,7,3,1,0,1,0,1,3,True,False
150,1,0,0,1,0,0,1,15,3,1,1,1,7,7,15,3,1,1,1,7,7,8,0,1,0,0,4,0,True,False
151,10,1,1,0,0,5,2,13,2,1,1,1,6,5,13,2,1,1,1,6,5,15,3,1,1,1,7,7,True,True
152,4,2,0,0,1,2,4,15,3,1,1,1,7,7,11,1,1,1,0,5,3,6,3,0,0,1,3,6,True,True
153,13,2,1,1,1,6,5,8,0,1,0,0,4,0,3,1,0,1,0,1,3,13,2,1,1,1,6,5,False,True
154,10,1,1,0,0,5,2,3,1,0,1,0,1,3,2,1,0,0,0,1,2,2,1,0,0,0,1,2,True,False
155,12,2,1,0,1,6,4,7,3,0,1,1,3,7,9,0,1,1,0,4,1,15,3,1,1,1,7,7,False,True
156,7,3,0,1,1,3,7,10,1,1,0,0,5,2,6,3,0,0,1,3,6,15,3,1,1,1,7,7,False,False
157,6,3,0,0,1,3,6,12,2,1,0,1,6,4,2,1,0,0,0,1,2,13,2,1,1,1,6,5,False,False
158,14,3,1,0,1,7,6,12,2,1,0,1,6,4,11,1,1,1,0,5,3,7,3,0,1,1,3,7,True,False
159,14,3,1,0,1,7,6,8,0,1,0,0,4,0,7,3,0,1,1,3,7,8,0,1,0,0,4,0,False,True
160,3,1,0,1,0,1,3,10,1,1,0,0,5,2,2,1,0,0,0,1,2,15,3,1,1,1,7,7,False,False
161,7,3,0,1,1,3,7,3,1,0,1,0,1,3,15,3,1,1,1,7,7,7,3,0,1,1,3,7,False,True
162,7,3,0,1,1,3,7,5,2,0,1,1,2,5,1,0,0,1,0,0,1,5,2,0,1,1,2,5,True,True
163,6,3,0,0,1,3,6,12,2,1,0,1,6,4,8,0,1,0,0,4,0,0,0,0,0,0,0,0,True,True
164,10,1,1,0,0,5,2,5,2,0,1,1,2,5,11,1,1,1,0,5,3,13,2,1,1,1,6,5,False,True
165,2,1,0,0,0,1,2,14,3,1,0,1,7,6,1,0,0,1,0,0,1,7,3,0,1,1,3,7,False,True
166,9,0,1,1,0,4,1,12,2,1,0,1,6,4,15,3,1,1,1,7,7,1,0,0,1,0,0,1,True,False
167,14,3,1,0,1,7,6,3,1,0,1,0,1,3,12,2,1,0,1,6,4,2,1,0,0,0,1,2,False,False
168,10,1,1,0,0,5,2,4,2,0,0,1,2,4,5,2,0,1,1,2,5,10,1,1,0,0,5,2,True,True
169,8,0,1,0,0,4,0,5,2,0,1,1,2,5,2,1,0,0,0,1,2,11,1,1,1,0,5,3,True,True
170,6,3,0,0,1,3,6,4,2,0,0,1,2,4,6,3,0,0,1,3,6,10,1,1,0,0,5,2,True,False
171,10,1,1,0,0,5,2,8,0,1,0,0,4,0,4,2,0,0,1,2,4,6,3,0,0,1,3,6,False,False
172,13,2,1,1,1,6,5,6,3,0,0,1,3,6,3,1,0,1,0,1,3,1,0,0,1,0,0,1,True,False
173,0,0,0,0,0,0,0,8,0,1,0,0,4,0,8,0,1,0,0,4,0,3,1,0,1,0,1,3,True,True
174,5,2,0,1,1,2,5,4,2,0,0,1,2,4,13,2,1,1,1,6,5,11,1,1,1,0,5,3,False,False
175,1,0,0,1,0,0,1,14,3,1,0,1,7,6,2,1,0,0,0,1,2,5,2,0,1,1,2,5,False,True
176,14,3,1,0,1,7,6,3,1,0,1,0,1,3,8,0,1,0,0,4,0,12,2,1,0,1,6,4,False,True
177,9,0,1,1,0,4,1,3,1,0,1,0,1,3,0,0,0,0,0,0,0,14,3,1,0,1,7,6,True,True
178,8,0,1,0,0,4,0,8,0,1,0,0,4,0,11,1,1,1,0,5,3,7,3,0,1,1,3,7,True,False
179,4,2,0,0,1,2,4,4,2,0,0,1,2,4,14,3,1,0,1,7,6,14,3,1,0,1,7,6,False,False
180,12,2,1,0,1,6,4,0,0,0,0,0,0,0,14,3,1,0,1,7,6,11,1,1,1,0,5,3,False,True
181,3,1,0,1,0,1,3,1,0,0,1,0,0,1,6,3,0,0,1,3,6,4,2,0,0,1,2,4,True,True
182,4,2,0,0,1,2,4,10,1,1,0,0,5,2,5,2,0,1,1,2,5,13,2,1,1,1,6,5,False,False
183,4,2,0,0,1,2,4,2,1,0,0,0,1,2,11,1,1,1,0,5,3,5,2,0,1,1,2,5,False,True
184,15,3,1,1,1,7,7,13,2,1,1,1,6,5,6,3,0,0,1,3,6,15,3,1,1,1,7,7,False,True
185,4,2,0,0,1,2,4,10,1,1,0,0,5,2,13,2,1,1,1,6,5,8,0,1,0,0,4,0,True,False
186,0,0,0,0,0,0,0,7,3,0,1,1,3,7,5,2,0,1,1,2,5,14,3,1,0,1,7,6,True,False
187,10,1,1,0,0,5,2,15,3,1,1,1,7,7,5,2,0,1,1,2,5,5,2,0,1,1,2,5,False,False
188,3,1,0,1,0,1,3,1,0,0,1,0,0,1,10,1,1,0,0,5,2,12,2,1,0,1,6,4,False,False
189,7,3,0,1,1,3,7,4,2,0,0,1,2,4,8,0,1,0,0,4,0,9,0,1,1,0,4,1,False,False
190,13,2,1,1,1,6,5,10,1,1,0,0,5,2,10,1,1,0,0,5,2,6,3,0,0,1,3,6,True,False
191,8,0,1,0,0,4,0,11,1,1,1,0,5,3,1,0,0,1,0,0,1,13,2,1,1,1,6,5,False,True
192,12,2,1,0,1,6,4,0,0,0,0,0,0,0,8,0,1,0,0,4,0,9,0,1,1,0,4,1,False,True
193,15,3,1,1,1,7,7,8,0,1,0,0,4,0,14,3,1,0,1,7,6,5,2,0,1,1,2,5,True,False
194,0,0,0,0,0,0,0,14,3,1,0,1,7,6,11,1,1,1,0,5,3,0,0,0,0,0,0,0,True,True
195,10,1,1,0,0,5,2,13,2,1,1,1,6,5,7,3,0,1,1,3,7,8,0,1,0,0,4,0,False,True
196,0,0,0,0,0,0,0,10,1,1,0,0,5,2,0,0,0,0,0,0,0,10,1,1,0,0,5,2,False,False
197,8,0,1,0,0,4,0,8,0,1,0,0,4,0,1,0,0,1,0,0,1,9,0,1,1,0,4,1,False,True
198,5,2,0,1,1,2,5,2,1,0,0,0,1,2,2,1,0,0,0,1,2,1,0,0,1,0,0,1,True,True
199,3,1,0,1,0,1,3,0,0,0,0,0,0,0,4,2,0,0,1,2,4,9,0,1,1,0,4,1,True,False
200,6,3,0,0,1,3,6,12,2,1,0,1,6,4,1,0,0,1,0,0,1,2,1,0,0,0,1,2,False,True
201,14,3,1,0,1,7,6,1,0,0,1,0,0,1,7,3,0,1,1,3,7,11,1,1,1,0,5,3,True,True
202,15,3,1,1,1,7,7,12,2,1,0,1,6,4,10,1,1,0,0,5,2,1,0,0,1,0,0,1,True,False
203,2,1,0,0,0,1,2,10,1,1,0,0,5,2,8,0,1,0,0,4,0,2,1,0,0,0,1,2,True,True
204,10,1,1,0,0,5,2,6,3,0,0,1,3,6,15,3,1,1,1,7,7,0,0,0,0,0,0,0,False,False
205,3,1,0,1,0,1,3,3,1,0,1,0,1,3,13,2,1,1,1,6,5,10,1,1,0,0,5,2,False,False
206,9,0,1,1,0,4,1,5,2,0,1,1,2,5,11,1,1,1,0,5,3,4,2,0,0,1,2,4,False,False
207,12,2,1,0,1,6,4,9,0,1,1,0,4,1,2,1,0,0,0,1,2,5,2,0,1,1,2,5,False,False
208,1,0,0,1,0,0,1,3,1,0,1,0,1,3,10,1,1,0,0,5,2,7,3,0,1,1,3,7,False,True
209,5,2,0,1,1,2,5,1,0,0,1,0,0,1,13,2,1,1,1,6,5,2,1,0,0,0,1,2,False,True
210,12,2,1,0,1,6,4,5,2,0,1,1,2,5,2,1,0,0,0,1,2,2,1,0,0,0,1,2,True,False
211,2,1,0,0,0,1,2,7,3,0,1,1,3,7,8,0,1,0,0,4,0,1,0,0,1,0,0,1,False,True
212,1,0,0,1,0,0,1,2,1,0,0,0,1,2,5,2,0,1,1,2,5,13,2,1,1,1,6,5,True,False
213,9,0,1,1,0,4,1,13,2,1,1,1,6,5,13,2,1,1,1,6,5,2,1,0,0,0,1,2,True,False
214,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,1,0,0,1,8,0,1,0,0,4,0,True,False
215,10,1,1,0,0,5,2,13,2,1,1,1,6,5,15,3,1,1,1,7,7,15,3,1,1,1,7,7,True,True
216,4,2,0,0,1,2,4,11,1,1,1,0,5,3,12,2,1,0,1,6,4,6,3,0,0,1,3,6,True,True
217,13,2,1,1,1,6,5,4,2,0,0,1,2,4,15,3,1,1,1,7,7,13,2,1,1,1,6,5,False,True
218,10,1,1,0,0,5,2,11,1,1,1,0,5,3,10,1,1,0,0,5,2,3,1,0,1,0,1,3,True,False
219,13,2,1,1,1,6,5,6,3,0,0,1,3,6,2,1,0,0,0,1,2,15,3,1,1,1,7,7,True,True
