word	format	onset	duration
THE		100.55	0.45
OUTSIDE		101.0	0.45
IT		101.45	0.45
WAS		101.9	0.45
AN		102.35	0.45
ORDINARY		102.8	0.45
ENOUGH		103.25	0.45
HOUSE		103.7	0.45
OF		104.15	0.45
THE		104.6	0.45
GENTRY		105.05	0.45
:		105.5	0.5
+		106.0	0.1
SHE		106.1	0.45
EXPERIENCED		106.55	0.45
NONE		107.0	0.45
OF		107.45	0.45
THE		107.9	0.45
SUSPENSE		108.35	0.45
OF		108.8	0.45
SOME		109.25	0.45
POOR		109.7	0.45
STRANGER		110.15	0.45
SELLING		110.6	0.45
ENCYCLOPEDIAS		111.05	0.45
:		111.5	0.5
+		112.0	0.1
WHETHER		112.1	0.45
HE		112.55	0.45
SANG		113.0	0.45
WELL		113.45	0.45
OR		113.9	0.45
BADLY		114.35	0.45
HAD		114.8	0.45
NOTHING		115.25	0.45
TO		115.7	0.45
DO		116.15	0.45
WITH		116.6	0.45
IT		117.05	0.45
:		117.5	0.5
+		118.0	0.1
PLIN		118.1	0.45
DINMIRMITY		118.55	0.45
REDNEFENTS		119.0	0.45
O		119.45	0.45
DITCEROTE		119.9	0.45
OLLEMPT		120.35	0.45
RO		120.8	0.45
STOFILOLS		121.25	0.45
O		121.7	0.45
TORMFESSLY		122.15	0.45
URCHADLE		122.6	0.45
ERCIRULMENT		123.05	0.45
:		123.5	0.5
+		124.0	0.1
REE		124.1	0.45
UNTER		124.55	0.45
POGRENS		125.0	0.45
DERE		125.45	0.45
MOXI		125.9	0.45
CLIRERS		126.35	0.45
OSE		126.8	0.45
ADE		127.25	0.45
STUBONTS		127.7	0.45
OSE		128.15	0.45
WROLL		128.6	0.45
FRILLKOOPERS		129.05	0.45
:		129.5	0.5
+		130.0	0.1
MIMP		130.1	0.45
POFFED		130.55	0.45
SCROUGH		131.0	0.45
OT		131.45	0.45
OSE		131.9	0.45
MOFFS		132.35	0.45
LOWOND		132.8	0.45
REE		133.25	0.45
DORD		133.7	0.45
MEMP		134.15	0.45
OY		134.6	0.45
HURTES		135.05	0.45
:		135.5	0.5
+		136.0	0.1
HE		136.1	0.45
WENT		136.55	0.45
TO		137.0	0.45
THE		137.45	0.45
FRONT		137.9	0.45
DOOR		138.35	0.45
AND		138.8	0.45
OPENED		139.25	0.45
IT		139.7	0.45
AND		140.15	0.45
LOOKED		140.6	0.45
IN		141.05	0.45
:		141.5	0.5
+		142.0	0.1
HE		142.1	0.45
CAUGHT		142.55	0.45
HER		143.0	0.45
BY		143.45	0.45
AN		143.9	0.45
ARM		144.35	0.45
AND		144.8	0.45
HELPED		145.25	0.45
HER		145.7	0.45
INTO		146.15	0.45
THE		146.6	0.45
KITCHEN		147.05	0.45
:		147.5	0.5
+		148.0	0.1
HE		148.1	0.45
TOLD		148.55	0.45
HIMSELF		149.0	0.45
HE		149.45	0.45
HAD		149.9	0.45
NEVER		150.35	0.45
SEEN		150.8	0.45
TWO		151.25	0.45
PEOPLE		151.7	0.45
EAT		152.15	0.45
SO		152.6	0.45
MUCH		153.05	0.45
:		153.5	0.5
+		154.0	0.1
ET		154.1	0.45
ORKS		154.55	0.45
O		155.0	0.45
BUPY		155.45	0.45
OY		155.9	0.45
DEGS		156.35	0.45
WAM		156.8	0.45
SWIPPING		157.25	0.45
OSE		157.7	0.45
SNURVING		158.15	0.45
OTOUSE		158.6	0.45
HOM		159.05	0.45
:		159.5	0.5
+		160.0	0.1
OP		160.1	0.45
OTFOCTIVE		160.55	0.45
SCOSS		161.0	0.45
WAM		161.45	0.45
DEVESYSMS		161.9	0.45
FOM		162.35	0.45
RUMING		162.8	0.45
SCHOAT		163.25	0.45
NEOCHNOURPOODS		163.7	0.45
TROR		164.15	0.45
BLESE		164.6	0.45
ROLO		165.05	0.45
:		165.5	0.5
+		166.0	0.1
DE		166.1	0.45
SPIND		166.55	0.45
MILLOOTS		167.0	0.45
OY		167.45	0.45
PELLORS		167.9	0.45
ELKBY		168.35	0.45
YLPH		168.8	0.45
OD		169.25	0.45
FORBONE		169.7	0.45
TUNKERS		170.15	0.45
OSE		170.6	0.45
SOOSTGOYERS		171.05	0.45
:		171.5	0.5
+		172.0	14.0
+		186.0	0.1
HU		186.1	0.45
SUT		186.55	0.45
DOIL		187.0	0.45
OD		187.45	0.45
OP		187.9	0.45
ORN		188.35	0.45
BOF		188.8	0.45
OSE		189.25	0.45
FOCECKED		189.7	0.45
OD		190.15	0.45
REE		190.6	0.45
TROPLEN		191.05	0.45
:		191.5	0.5
+		192.0	0.1
PLIN		192.1	0.45
OS		192.55	0.45
OP		193.0	0.45
OTTURPTION		193.45	0.45
PITH		193.9	0.45
WHISS		194.35	0.45
WEW		194.8	0.45
WOURN		195.25	0.45
NE		195.7	0.45
DISLODES		196.15	0.45
RO		196.6	0.45
SWORRUL		197.05	0.45
:		197.5	0.5
+		198.0	0.1
OT		198.1	0.45
WAM		198.55	0.45
O		199.0	0.45
MOUGH		199.45	0.45
LONK		199.9	0.45
RIMP		200.35	0.45
SCROUGH		200.8	0.45
REE		201.25	0.45
RUD		201.7	0.45
OSE		202.15	0.45
MOT		202.6	0.45
HOWED		203.05	0.45
:		203.5	0.5
+		204.0	0.1
MIKE		204.1	0.45
SNATCHED		204.55	0.45
A		205.0	0.45
PISTOL		205.45	0.45
FROM		205.9	0.45
THE		206.35	0.45
HEAP		206.8	0.45
OF		207.25	0.45
SCATTERED		207.7	0.45
BOOTY		208.15	0.45
AND		208.6	0.45
FIRED		209.05	0.45
:		209.5	0.5
+		210.0	0.1
ROD		210.1	0.45
GAVE		210.55	0.45
HER		211.0	0.45
A		211.45	0.45
WARM		211.9	0.45
PAT		212.35	0.45
ON		212.8	0.45
THE		213.25	0.45
SHOULDER		213.7	0.45
BEFORE		214.15	0.45
HE		214.6	0.45
REPLIED		215.05	0.45
:		215.5	0.5
+		216.0	0.1
HE		216.1	0.45
GOT		216.55	0.45
A		217.0	0.45
SMALL		217.45	0.45
FIRE		217.9	0.45
STARTED		218.35	0.45
AND		218.8	0.45
PUT		219.25	0.45
ON		219.7	0.45
BACON		220.15	0.45
AND		220.6	0.45
COFFEE		221.05	0.45
:		221.5	0.5
+		222.0	0.1
CORMUNERS		222.1	0.45
ONK		222.55	0.45
COING		223.0	0.45
URTS		223.45	0.45
RO		223.9	0.45
TEEP		224.35	0.45
BROFFS		224.8	0.45
INMINCONIES		225.25	0.45
ET		225.7	0.45
HORE		226.15	0.45
NUNKOBLE		226.6	0.45
TUVELS		227.05	0.45
:		227.5	0.5
+		228.0	0.1
TRORE		228.1	0.45
ONK		228.55	0.45
CLAUPANDS		229.0	0.45
OY		229.45	0.45
SQUONK		229.9	0.45
MIPES		230.35	0.45
OY		230.8	0.45
SOFF		231.25	0.45
POS		231.7	0.45
WHISS		232.15	0.45
ONK		232.6	0.45
FUTEOUS		233.05	0.45
:		233.5	0.5
+		234.0	0.1
E		234.1	0.45
WEWS		234.55	0.45
RO		235.0	0.45
JISIL		235.45	0.45
AMSHED		235.9	0.45
EN		236.35	0.45
REE		236.8	0.45
KINGSTON		237.25	0.45
FOBBITOL		237.7	0.45
O		238.15	0.45
WEW		238.6	0.45
TIVES		239.05	0.45
:		239.5	0.5
+		240.0	0.1
RAMEY		240.1	0.45
SAW		240.55	0.45
SUNLIGHT		241.0	0.45
TOUCH		241.45	0.45
THE		241.9	0.45
CURLY		242.35	0.45
BLONDE		242.8	0.45
HAIRS		243.25	0.45
ON		243.7	0.45
THE		244.15	0.45
BROWN		244.6	0.45
SKIN		245.05	0.45
:		245.5	0.5
+		246.0	0.1
THE		246.1	0.45
MARINE		246.55	0.45
COMMENCED		247.0	0.45
TO		247.45	0.45
WEEP		247.9	0.45
AND		248.35	0.45
IT		248.8	0.45
BLIGHTED		249.25	0.45
THE		249.7	0.45
SENSE		250.15	0.45
OF		250.6	0.45
ENJOYMENT		251.05	0.45
:		251.5	0.5
+		252.0	0.1
THEN		252.1	0.45
HE		252.55	0.45
ASTONISHED		253.0	0.45
MATSUO		253.45	0.45
BY		253.9	0.45
PUSHING		254.35	0.45
AND		254.8	0.45
DRAGGING		255.25	0.45
HIMSELF		255.7	0.45
UNTIL		256.15	0.45
HE		256.6	0.45
SAT		257.05	0.45
:		257.5	0.5
+		258.0	14.0
+		272.0	0.1
I		272.1	0.45
SAW		272.55	0.45
HIM		273.0	0.45
MYSELF		273.45	0.45
AND		273.9	0.45
IT		274.35	0.45
WAS		274.8	0.45
DONE		275.25	0.45
AFTER		275.7	0.45
CONSULTATION		276.15	0.45
WITH		276.6	0.45
CROMWELL		277.05	0.45
:		277.5	0.5
+		278.0	0.1
TO		278.1	0.45
HAVE		278.55	0.45
SOMEDAY		279.0	0.45
THAT		279.45	0.45
LOVE		279.9	0.45
RETURNED		280.35	0.45
WAS		280.8	0.45
WHAT		281.25	0.45
HE		281.7	0.45
HAD		282.15	0.45
LIVED		282.6	0.45
FOR		283.05	0.45
:		283.5	0.5
+		284.0	0.1
BUT		284.1	0.45
IT		284.55	0.45
WAS		285.0	0.45
SUCH		285.45	0.45
A		285.9	0.45
NICE		286.35	0.45
THOUGHT		286.8	0.45
THAT		287.25	0.45
HE		287.7	0.45
NODDED		288.15	0.45
HIS		288.6	0.45
HEAD		289.05	0.45
:		289.5	0.5
+		290.0	0.1
HU		290.1	0.45
REEMED		290.55	0.45
RO		291.0	0.45
NE		291.45	0.45
LOAKING		291.9	0.45
ET		292.35	0.45
O		292.8	0.45
POITS		293.25	0.45
OPOKE		293.7	0.45
REE		294.15	0.45
TOTTLE		294.6	0.45
GONDOW		295.05	0.45
:		295.5	0.5
+		296.0	0.1
OLBUST		296.1	0.45
VO		296.55	0.45
ELLYRINOL		297.0	0.45
WOFT		297.45	0.45
HOR		297.9	0.45
BOUN		298.35	0.45
WONE		298.8	0.45
OD		299.25	0.45
REE		299.7	0.45
TROPLEN		300.15	0.45
OY		300.6	0.45
IMUILOTION		301.05	0.45
:		301.5	0.5
+		302.0	0.1
EF		302.1	0.45
DE		302.55	0.45
LOAK		303.0	0.45
ET		303.45	0.45
RECURE		303.9	0.45
ADE		304.35	0.45
DE		304.8	0.45
FIMP		305.25	0.45
OT		305.7	0.45
PREOTBUVOED		306.15	0.45
PITH		306.6	0.45
FOGE		307.05	0.45
:		307.5	0.5
+		308.0	0.1
HOO		308.1	0.45
COURN		308.55	0.45
WIP		309.0	0.45
O		309.45	0.45
SYLUCOLITY		309.9	0.45
CORTETS		310.35	0.45
ET		310.8	0.45
FROT		311.25	0.45
SCHOAT		311.7	0.45
GOTHOUT		312.15	0.45
EDY		312.6	0.45
TROOMLE		313.05	0.45
:		313.5	0.5
+		314.0	0.1
SUBON		314.1	0.45
OSE		314.55	0.45
JUROE		315.0	0.45
MIPPED		315.45	0.45
STREPS		315.9	0.45
TROR		316.35	0.45
FREIR		316.8	0.45
FRITHING		317.25	0.45
OSE		317.7	0.45
BOUSE		318.15	0.45
REE		318.6	0.45
ENCUFY		319.05	0.45
:		319.5	0.5
+		320.0	0.1
DE		320.1	0.45
HUD		320.55	0.45
BEMIME		321.0	0.45
TOOD		321.45	0.45
FRIESTS		321.9	0.45
RORING		322.35	0.45
HY		322.8	0.45
STOK		323.25	0.45
ET		323.7	0.45
COOB		324.15	0.45
COURRY		324.6	0.45
FOBBITOL		325.05	0.45
:		325.5	0.5
+		326.0	0.1
EDYTHE		326.1	0.45
SETTLED		326.55	0.45
DOWN		327.0	0.45
TO		327.45	0.45
BECOME		327.9	0.45
A		328.35	0.45
SOCIAL		328.8	0.45
MYTH		329.25	0.45
AND		329.7	0.45
A		330.15	0.45
HORRIBLE		330.6	0.45
EXAMPLE		331.05	0.45
:		331.5	0.5
+		332.0	0.1
ANNE		332.1	0.45
WAITED		332.55	0.45
UNTIL		333.0	0.45
THE		333.45	0.45
DOOR		333.9	0.45
HAD		334.35	0.45
SLAMMED		334.8	0.45
AND		335.25	0.45
PICKED		335.7	0.45
UP		336.15	0.45
THE		336.6	0.45
COFFEEPOT		337.05	0.45
:		337.5	0.5
+		338.0	0.1
THE		338.1	0.45
EFFECT		338.55	0.45
ON		339.0	0.45
THE		339.45	0.45
INTELLECTUALS		339.9	0.45
AMONG		340.35	0.45
HIS		340.8	0.45
AUDIENCE		341.25	0.45
MAY		341.7	0.45
WELL		342.15	0.45
BE		342.6	0.45
IMAGINED		343.05	0.45
:		343.5	0.5
+		344.0	14.0
