word	format	onset	duration
SAT		101.9	0.45
FOR		102.35	0.45
FIVE		102.8	0.45
MINUTES		103.25	0.45
WITHOUT		103.7	0.45
SAYING		104.15	0.45
A		104.6	0.45
WORD		105.05	0.45
:		105.5	0.5
+		106.0	0.1
MOST		106.1	0.45
OF		106.55	0.45
US		107.0	0.45
WOULD		107.45	0.45
BE		107.9	0.45
WILLING		108.35	0.45
TO		108.8	0.45
ADMIT		109.25	0.45
THAT		109.7	0.45
FORGIVENESS		110.15	0.45
COMES		110.6	0.45
HARD		111.05	0.45
:		111.5	0.5
+		112.0	0.1
NO		112.1	0.45
ONE		112.55	0.45
SUGGESTED		113.0	0.45
THAT		113.45	0.45
THE		113.9	0.45
ETHICAL		114.35	0.45
EFFECTS		114.8	0.45
OF		115.25	0.45
THE		115.7	0.45
ART		116.15	0.45
WERE		116.6	0.45
IRRELEVANT		117.05	0.45
:		117.5	0.5
+		118.0	0.1
E		118.1	0.45
WAM		118.55	0.45
BORSTANTLY		119.0	0.45
MEORTHING		119.45	0.45
FOM		119.9	0.45
CLUSK		120.35	0.45
OTOUSE		120.8	0.45
REE		121.25	0.45
NEOCHNOURPOOD		121.7	0.45
OY		122.15	0.45
REE		122.6	0.45
HORS		123.05	0.45
:		123.5	0.5
+		124.0	0.1
MONGHECERY		124.1	0.45
WREW		124.55	0.45
ORS		125.0	0.45
REE		125.45	0.45
VOLIENOL		125.9	0.45
TEORERS		126.35	0.45
UD		126.8	0.45
RO		127.25	0.45
REE		127.7	0.45
TICE		128.15	0.45
OY		128.6	0.45
KANGADY		129.05	0.45
:		129.5	0.5
+		130.0	0.1
REE		130.1	0.45
SOLCHOSERS		130.55	0.45
REHONTED		131.0	0.45
REE		131.45	0.45
URPER		131.9	0.45
EN		132.35	0.45
WRO		132.8	0.45
TUTTERS		133.25	0.45
PROTTEN		133.7	0.45
EN		134.15	0.45
NEPOROUS		134.6	0.45
TELDS		135.05	0.45
:		135.5	0.5
+		136.0	0.1
THE		136.1	0.45
ATMOSPHERE		136.55	0.45
IS		137.0	0.45
THAT		137.45	0.45
OF		137.9	0.45
AN		138.35	0.45
ATTRACTIVE		138.8	0.45
PRIVATE		139.25	0.45
BEACH		139.7	0.45
CLUB		140.15	0.45
AT		140.6	0.45
HOME		141.05	0.45
:		141.5	0.5
+		142.0	0.1
SHE		142.1	0.45
HAD		142.55	0.45
ARRIVED		143.0	0.45
THIS		143.45	0.45
MORNING		143.9	0.45
AND		144.35	0.45
COME		144.8	0.45
STRAIGHT		145.25	0.45
TO		145.7	0.45
THE		146.15	0.45
ENGLISH		146.6	0.45
GARDENS		147.05	0.45
:		147.5	0.5
+		148.0	0.1
WHEN		148.1	0.45
HE		148.55	0.45
GETS		149.0	0.45
THE		149.45	0.45
ANSWERS		149.9	0.45
TO		150.35	0.45
HIS		150.8	0.45
QUESTIONS		151.25	0.45
HE		151.7	0.45
WILL		152.15	0.45
BE		152.6	0.45
DISCOURAGED		153.05	0.45
:		153.5	0.5
+		154.0	0.1
REE		154.1	0.45
FLIOT		154.55	0.45
HUD		155.0	0.45
PABBED		155.45	0.45
REE		155.9	0.45
LOLKS		156.35	0.45
COORDLOOM		156.8	0.45
FOM		157.25	0.45
HORE		157.7	0.45
FRON		158.15	0.45
O		158.6	0.45
WOOK		159.05	0.45
:		159.5	0.5
+		160.0	0.1
BENGAN		160.1	0.45
GRINGED		160.55	0.45
OSE		161.0	0.45
SPIPPED		161.45	0.45
O		161.9	0.45
RECK		162.35	0.45
PITH		162.8	0.45
HUS		163.25	0.45
THURL		163.7	0.45
LOKE		164.15	0.45
O		164.6	0.45
MONDLE		165.05	0.45
:		165.5	0.5
+		166.0	0.1
TRORE		166.1	0.45
WAM		166.55	0.45
SOILCLING		167.0	0.45
MOCHES		167.45	0.45
OSE		167.9	0.45
BROKY		168.35	0.45
ONIET		168.8	0.45
OTS		169.25	0.45
MOROON		169.7	0.45
FROT		170.15	0.45
DISTOLVES		170.6	0.45
FREM		171.05	0.45
:		171.5	0.5
+		172.0	14.0
+		186.0	0.1
HU		186.1	0.45
SPINT		186.55	0.45
LONK		187.0	0.45
HEERS		187.45	0.45
LEFOSE		187.9	0.45
REE		188.35	0.45
PEREDISION		188.8	0.45
PLUTTING		189.25	0.45
OOT		189.7	0.45
PRERIDES		190.15	0.45
OY		190.6	0.45
RESONGE		191.05	0.45
:		191.5	0.5
+		192.0	0.1
HU		192.1	0.45
LOAKED		192.55	0.45
FOM		193.0	0.45
REE		193.45	0.45
COURCE		193.9	0.45
OY		194.35	0.45
REE		194.8	0.45
NOITS		195.25	0.45
FROT		195.7	0.45
HUD		196.15	0.45
OFUKENED		196.6	0.45
HOM		197.05	0.45
:		197.5	0.5
+		198.0	0.1
PLIN		198.1	0.45
EXCETSION		198.55	0.45
HOR		199.0	0.45
BOUN		199.45	0.45
WIING		199.9	0.45
OD		200.35	0.45
FOM		200.8	0.45
OP		201.25	0.45
OUTIKOTER		201.7	0.45
EILED		202.15	0.45
CULLION		202.6	0.45
YIERS		203.05	0.45
:		203.5	0.5
+		204.0	0.1
WE		204.1	0.45
MADE		204.55	0.45
IT		205.0	0.45
BACK		205.45	0.45
TO		205.9	0.45
THE		206.35	0.45
HARBOR		206.8	0.45
IN		207.25	0.45
LESS		207.7	0.45
THAN		208.15	0.45
FOUR		208.6	0.45
MINUTES		209.05	0.45
:		209.5	0.5
+		210.0	0.1
THERE		210.1	0.45
IS		210.55	0.45
A		211.0	0.45
TANGIBLE		211.45	0.45
FEELING		211.9	0.45
IN		212.35	0.45
THE		212.8	0.45
AIR		213.25	0.45
OF		213.7	0.45
REVULSION		214.15	0.45
TOWARD		214.6	0.45
POLITICS		215.05	0.45
:		215.5	0.5
+		216.0	0.1
THEIR		216.1	0.45
DUTIES		216.55	0.45
INCLUDE		217.0	0.45
EVALUATION		217.45	0.45
OF		217.9	0.45
THE		218.35	0.45
INFORMATION		218.8	0.45
COLLECTED		219.25	0.45
AND		219.7	0.45
PREPARATION		220.15	0.45
OF		220.6	0.45
RECOMMENDATIONS		221.05	0.45
:		221.5	0.5
+		222.0	0.1
NIR		222.1	0.45
FOPE		222.55	0.45
REEMED		223.0	0.45
RO		223.45	0.45
FLOOT		223.9	0.45
EN		224.35	0.45
OP		224.8	0.45
INSCABDIBLY		225.25	0.45
CLIGHT		225.7	0.45
CHOFT		226.15	0.45
OY		226.6	0.45
PONLIGHT		227.05	0.45
:		227.5	0.5
+		228.0	0.1
REE		228.1	0.45
RIZE		228.55	0.45
OY		229.0	0.45
WEOREN		229.45	0.45
MOURD		229.9	0.45
WIST		230.35	0.45
DETERBOLS		230.8	0.45
REE		231.25	0.45
OSIENT		231.7	0.45
OY		232.15	0.45
CROY		232.6	0.45
NOONED		233.05	0.45
:		233.5	0.5
+		234.0	0.1
E		234.1	0.45
TEEK		234.55	0.45
REE		235.0	0.45
PAPE		235.45	0.45
OSE		235.9	0.45
CHEVEL		236.35	0.45
OSE		236.8	0.45
WEWS		237.25	0.45
OOT		237.7	0.45
OD		238.15	0.45
REE		238.6	0.45
POLKS		239.05	0.45
:		239.5	0.5
+		240.0	0.1
WITHIN		240.1	0.45
TWO		240.55	0.45
WEEKS		241.0	0.45
WARREN		241.45	0.45
WAS		241.9	0.45
RINGING		242.35	0.45
THE		242.8	0.45
BELL		243.25	0.45
AT		243.7	0.45
THE		244.15	0.45
ABBEY		244.6	0.45
GATE		245.05	0.45
:		245.5	0.5
+		246.0	0.1
HE		246.1	0.45
BELIEVED		246.55	0.45
IN		247.0	0.45
MAKING		247.45	0.45
INSPIRING		247.9	0.45
SPEECHES		248.35	0.45
AND		248.8	0.45
HE		249.25	0.45
MADE		249.7	0.45
A		250.15	0.45
GREAT		250.6	0.45
MANY		251.05	0.45
:		251.5	0.5
+		252.0	0.1
WE		252.1	0.45
BOUGHT		252.55	0.45
HIS		253.0	0.45
RECORDS		253.45	0.45
AND		253.9	0.45
PLAYED		254.35	0.45
THEM		254.8	0.45
IN		255.25	0.45
OUR		255.7	0.45
SCHOOLS		256.15	0.45
AND		256.6	0.45
UNIVERSITIES		257.05	0.45
:		257.5	0.5
+		258.0	14.0
+		272.0	0.1
THE		272.1	0.45
WINDSHIELD		272.55	0.45
GLASS		273.0	0.45
IS		273.45	0.45
SHATTERPROOF		273.9	0.45
AND		274.35	0.45
PLEXIGLAS		274.8	0.45
IS		275.25	0.45
USED		275.7	0.45
IN		276.15	0.45
THE		276.6	0.45
CABIN		277.05	0.45
:		277.5	0.5
+		278.0	0.1
STUDENT		278.1	0.45
LEADERS		278.55	0.45
BEGAN		279.0	0.45
SPORADIC		279.45	0.45
EFFORTS		279.9	0.45
TO		280.35	0.45
NEGOTIATE		280.8	0.45
THEATER		281.25	0.45
INTEGRATION		281.7	0.45
SEVERAL		282.15	0.45
MONTHS		282.6	0.45
AGO		283.05	0.45
:		283.5	0.5
+		284.0	0.1
GOOD		284.1	0.45
RADIO		284.55	0.45
DRAMA		285.0	0.45
HAS		285.45	0.45
ITS		285.9	0.45
OWN		286.35	0.45
SPECIAL		286.8	0.45
DEMANDS		287.25	0.45
THAT		287.7	0.45
BADLY		288.15	0.45
NEED		288.6	0.45
REINVIGORATION		289.05	0.45
:		289.5	0.5
+		290.0	0.1
WOM		290.1	0.45
OS		290.55	0.45
REE		291.0	0.45
RECUNK		291.45	0.45
OY		291.9	0.45
MISSLIST		292.35	0.45
OSE		292.8	0.45
LONS		293.25	0.45
OY		293.7	0.45
OMPERPRONDING		294.15	0.45
BESHOON		294.6	0.45
DOOPLE		295.05	0.45
:		295.5	0.5
+		296.0	0.1
BRINSTON		296.1	0.45
RETIFONTS		296.55	0.45
HABS		297.0	0.45
BOUN		297.45	0.45
NOREROUS		297.9	0.45
CONSCIKETORS		298.35	0.45
RO		298.8	0.45
REE		299.25	0.45
FUKE		299.7	0.45
IBER		300.15	0.45
REE		300.6	0.45
YIERS		301.05	0.45
:		301.5	0.5
+		302.0	0.1
GRENCELCA		302.1	0.45
OSE		302.55	0.45
HERSORT		303.0	0.45
DERE		303.45	0.45
OBUNG		303.9	0.45
REE		304.35	0.45
WEW		304.8	0.45
DOOPLE		305.25	0.45
DE		305.7	0.45
WREW		306.15	0.45
EN		306.6	0.45
DORECONIO		307.05	0.45
:		307.5	0.5
+		308.0	0.1
PECTOR		308.1	0.45
APAL		308.55	0.45
WAM		309.0	0.45
TUZZY		309.45	0.45
UD		309.9	0.45
SNONT		310.35	0.45
PITH		310.8	0.45
SOTH		311.25	0.45
OY		311.7	0.45
HUS		312.15	0.45
LIMS		312.6	0.45
PORIENDS		313.05	0.45
:		313.5	0.5
+		314.0	0.1
SOTH		314.1	0.45
DOOPLE		314.55	0.45
CAG		315.0	0.45
COSMS		315.45	0.45
OLBUST		315.9	0.45
OTUBLING		316.35	0.45
OOT		316.8	0.45
OY		317.25	0.45
O		317.7	0.45
PIEKS		318.15	0.45
OY		318.6	0.45
DOOD		319.05	0.45
:		319.5	0.5
+		320.0	0.1
HU		320.1	0.45
DEES		320.55	0.45
VOT		321.0	0.45
REEM		321.45	0.45
RO		321.9	0.45
HABS		322.35	0.45
CAINTS		322.8	0.45
REE		323.25	0.45
SURQUENIES		323.7	0.45
OY		324.15	0.45
REE		324.6	0.45
LAN		325.05	0.45
:		325.5	0.5
+		326.0	0.1
THE		326.1	0.45
MAYOR		326.55	0.45
IS		327.0	0.45
FINDING		327.45	0.45
IT		327.9	0.45
AWKWARD		328.35	0.45
TO		328.8	0.45
CAMPAIGN		329.25	0.45
AGAINST		329.7	0.45
HIS		330.15	0.45
OWN		330.6	0.45
RECORD		331.05	0.45
:		331.5	0.5
+		332.0	0.1
HER		332.1	0.45
MOTHER		332.55	0.45
ALSO		333.0	0.45
WAS		333.45	0.45
A		333.9	0.45
PERSON		334.35	0.45
OF		334.8	0.45
SUPERIOR		335.25	0.45
MIND		335.7	0.45
AND		336.15	0.45
BROAD		336.6	0.45
INTERESTS		337.05	0.45
:		337.5	0.5
+		338.0	0.1
THE		338.1	0.45
OTHERS		338.55	0.45
LIKEWISE		339.0	0.45
HAD		339.45	0.45
HIDDEN		339.9	0.45
THEMSELVES		340.35	0.45
IN		340.8	0.45
THE		341.25	0.45
GRASS		341.7	0.45
AND		342.15	0.45
THE		342.6	0.45
BRUSH		343.05	0.45
:		343.5	0.5
+		344.0	14.0
