word	format	onset	duration
a		73.5	0.5
coconut.		74.0	0.5
It		74.5	0.5
had		75.0	0.5
short		75.5	0.5
legs		76.0	0.5
thick		76.5	0.5
as		77.0	0.5
tree		77.5	0.5
trunks		78.0	0.5
with		78.5	0.5
flat,		79.0	0.5
horny		79.5	0.5
feet.		80.0	0.5
The		80.5	0.5
smell		81.0	0.5
coming		81.5	0.5
from		82.0	0.5
it		82.5	0.5
was		83.0	0.5
incredible.		83.5	0.5
It		84.0	0.5
was		84.5	0.5
holding		85.0	0.5
a		85.5	0.5
huge		86.0	0.5
wooden		86.5	0.5
club,		87.0	0.5
which		87.5	0.5
dragged		88.0	0.5
along		88.5	0.5
the		89.0	0.5
floor		89.5	0.5
because		90.0	0.5
its		90.5	0.5
arms		91.0	0.5
were		91.5	0.5
so		92.0	0.5
long.		92.5	0.5
+		93.0	0.5
The		93.5	0.5
troll		94.0	0.5
stopped		94.5	0.5
next		95.0	0.5
to		95.5	0.5
a		96.0	0.5
doorway		96.5	0.5
and		97.0	0.5
peered		97.5	0.5
inside.		98.0	0.5
It		98.5	0.5
waggled		99.0	0.5
its		99.5	0.5
long		100.0	0.5
ears,		100.5	0.5
making		101.0	0.5
up		101.5	0.5
its		102.0	0.5
tiny		102.5	0.5
mind,		103.0	0.5
then		103.5	0.5
slouched		104.0	0.5
slowly		104.5	0.5
into		105.0	0.5
the		105.5	0.5
room.		106.0	0.5
+		106.5	0.5
"""The"		107.0	0.5
keys		107.5	0.5
in		108.0	0.5
the		108.5	0.5
"lock,"""		109.0	0.5
Harry		109.5	0.5
muttered.		110.0	0.5
"""We"		110.5	0.5
could		111.0	0.5
lock		111.5	0.5
it		112.0	0.5
"in."""		112.5	0.5
+		113.0	0.5
"""Good"		113.5	0.5
"idea,"""		114.0	0.5
said		114.5	0.5
Ron		115.0	0.5
nervously.		115.5	0.5
+		116.0	0.5
They		116.5	0.5
edged		117.0	0.5
toward		117.5	0.5
the		118.0	0.5
open		118.5	0.5
door,		119.0	0.5
mouths		119.5	0.5
dry,		120.0	0.5
praying		120.5	0.5
the		121.0	0.5
troll		121.5	0.5
wasn't		122.0	0.5
about		122.5	0.5
to		123.0	0.5
come		123.5	0.5
out		124.0	0.5
of		124.5	0.5
it.		125.0	0.5
With		125.5	0.5
one		126.0	0.5
great		126.5	0.5
leap,		127.0	0.5
Harry		127.5	0.5
managed		128.0	0.5
to		128.5	0.5
grab		129.0	0.5
the		129.5	0.5
key,		130.0	0.5
slam		130.5	0.5
the		131.0	0.5
door,		131.5	0.5
and		132.0	0.5
lock		132.5	0.5
it.		133.0	0.5
+		133.5	0.5
"""Yes!"""	italic	134.0	0.5
+		134.5	0.5
Flushed		135.0	0.5
with		135.5	0.5
their		136.0	0.5
victory,		136.5	0.5
they		137.0	0.5
started		137.5	0.5
to		138.0	0.5
run		138.5	0.5
back		139.0	0.5
up		139.5	0.5
the		140.0	0.5
passage,		140.5	0.5
but		141.0	0.5
as		141.5	0.5
they		142.0	0.5
reached		142.5	0.5
the		143.0	0.5
corner		143.5	0.5
they		144.0	0.5
heard		144.5	0.5
something		145.0	0.5
that		145.5	0.5
made		146.0	0.5
their		146.5	0.5
hearts		147.0	0.5
stop		147.5	0.5
--		148.0	0.5
a		148.5	0.5
high,		149.0	0.5
petrified		149.5	0.5
scream		150.0	0.5
--		150.5	0.5
and		151.0	0.5
it		151.5	0.5
was		152.0	0.5
coming		152.5	0.5
from		153.0	0.5
the		153.5	0.5
chamber		154.0	0.5
they'd		154.5	0.5
just		155.0	0.5
chained		155.5	0.5
up.		156.0	0.5
+		156.5	0.5
"""Oh,"		157.0	0.5
"no,"""		157.5	0.5
said		158.0	0.5
Ron,		158.5	0.5
pale		159.0	0.5
as		159.5	0.5
the		160.0	0.5
Bloody		160.5	0.5
Baron.		161.0	0.5
+		161.5	0.5
"""It's"		162.0	0.5
the		162.5	0.5
girls'		163.0	0.5
"bathroom!"""		163.5	0.5
Harry		164.0	0.5
gasped.		164.5	0.5
+		165.0	0.5
"""Hermione!"""	italic	165.5	0.5
they		166.0	0.5
said		166.5	0.5
together.		167.0	0.5
+		167.5	0.5
It		168.0	0.5
was		168.5	0.5
the		169.0	0.5
last		169.5	0.5
thing		170.0	0.5
they		170.5	0.5
wanted		171.0	0.5
to		171.5	0.5
do,		172.0	0.5
but		172.5	0.5
what		173.0	0.5
choice		173.5	0.5
did		174.0	0.5
they		174.5	0.5
have?		175.0	0.5
Wheeling		175.5	0.5
around,		176.0	0.5
they		176.5	0.5
sprinted		177.0	0.5
back		177.5	0.5
to		178.0	0.5
the		178.5	0.5
door		179.0	0.5
and		179.5	0.5
turned		180.0	0.5
the		180.5	0.5
key,		181.0	0.5
fumbling		181.5	0.5
in		182.0	0.5
their		182.5	0.5
panic.		183.0	0.5
Harry		183.5	0.5
pulled		184.0	0.5
the		184.5	0.5
door		185.0	0.5
open		185.5	0.5
and		186.0	0.5
they		186.5	0.5
ran		187.0	0.5
inside.		187.5	0.5
+		188.0	0.5
Hermione		188.5	0.5
Granger		189.0	0.5
was		189.5	0.5
shrinking		190.0	0.5
against		190.5	0.5
the		191.0	0.5
wall		191.5	0.5
opposite,		192.0	0.5
looking		192.5	0.5
as		193.0	0.5
if		193.5	0.5
she		194.0	0.5
was		194.5	0.5
about		195.0	0.5
to		195.5	0.5
faint.		196.0	0.5
The		196.5	0.5
troll		197.0	0.5
was		197.5	0.5
advancing		198.0	0.5
on		198.5	0.5
her,		199.0	0.5
knocking		199.5	0.5
the		200.0	0.5
sinks		200.5	0.5
off		201.0	0.5
the		201.5	0.5
walls		202.0	0.5
as		202.5	0.5
it		203.0	0.5
went.		203.5	0.5
+		204.0	0.5
"""Confuse"		204.5	0.5
"it!"""		205.0	0.5
Harry		205.5	0.5
said		206.0	0.5
desperately		206.5	0.5
to		207.0	0.5
Ron,		207.5	0.5
and,		208.0	0.5
seizing		208.5	0.5
a		209.0	0.5
tap,		209.5	0.5
he		210.0	0.5
threw		210.5	0.5
it		211.0	0.5
as		211.5	0.5
hard		212.0	0.5
as		212.5	0.5
he		213.0	0.5
could		213.5	0.5
against		214.0	0.5
the		214.5	0.5
wall.		215.0	0.5
+		215.5	0.5
The		216.0	0.5
troll		216.5	0.5
stopped		217.0	0.5
a		217.5	0.5
few		218.0	0.5
feet		218.5	0.5
from		219.0	0.5
Hermione.		219.5	0.5
It		220.0	0.5
lumbered		220.5	0.5
around,		221.0	0.5
blinking		221.5	0.5
stupidly,		222.0	0.5
to		222.5	0.5
see		223.0	0.5
what		223.5	0.5
had		224.0	0.5
made		224.5	0.5
the		225.0	0.5
noise.		225.5	0.5
Its		226.0	0.5
mean		226.5	0.5
little		227.0	0.5
eyes		227.5	0.5
saw		228.0	0.5
Harry.		228.5	0.5
It		229.0	0.5
hesitated,		229.5	0.5
then		230.0	0.5
made		230.5	0.5
for		231.0	0.5
him		231.5	0.5
instead,		232.0	0.5
lifting		232.5	0.5
its		233.0	0.5
club		233.5	0.5
as		234.0	0.5
it		234.5	0.5
went.		235.0	0.5
+		235.5	0.5
"""Oy,"		236.0	0.5
"pea-brain!"""		236.5	0.5
yelled		237.0	0.5
Ron		237.5	0.5
from		238.0	0.5
the		238.5	0.5
other		239.0	0.5
side		239.5	0.5
of		240.0	0.5
the		240.5	0.5
chamber,		241.0	0.5
and		241.5	0.5
he		242.0	0.5
threw		242.5	0.5
a		243.0	0.5
metal		243.5	0.5
pipe		244.0	0.5
at		244.5	0.5
it.		245.0	0.5
The		245.5	0.5
troll		246.0	0.5
didn't		246.5	0.5
even		247.0	0.5
seem		247.5	0.5
to		248.0	0.5
notice		248.5	0.5
the		249.0	0.5
pipe		249.5	0.5
hitting		250.0	0.5
its		250.5	0.5
shoulder,		251.0	0.5
but		251.5	0.5
it		252.0	0.5
heard		252.5	0.5
the		253.0	0.5
yell		253.5	0.5
and		254.0	0.5
paused		254.5	0.5
again,		255.0	0.5
turning		255.5	0.5
its		256.0	0.5
ugly		256.5	0.5
snout		257.0	0.5
toward		257.5	0.5
Ron		258.0	0.5
instead,		258.5	0.5
giving		259.0	0.5
Harry		259.5	0.5
time		260.0	0.5
to		260.5	0.5
run		261.0	0.5
around		261.5	0.5
it.		262.0	0.5
+		262.5	0.5
"""Come"		263.0	0.5
on,		263.5	0.5
run,		264.0	0.5
"run!"""	italic	264.5	0.5
Harry		265.0	0.5
yelled		265.5	0.5
at		266.0	0.5
Hermione,		266.5	0.5
trying		267.0	0.5
to		267.5	0.5
pull		268.0	0.5
her		268.5	0.5
toward		269.0	0.5
the		269.5	0.5
door,		270.0	0.5
but		270.5	0.5
she		271.0	0.5
couldn't		271.5	0.5
move,		272.0	0.5
she		272.5	0.5
was		273.0	0.5
still		273.5	0.5
flat		274.0	0.5
against		274.5	0.5
the		275.0	0.5
wall,		275.5	0.5
her		276.0	0.5
mouth		276.5	0.5
open		277.0	0.5
with		277.5	0.5
terror.		278.0	0.5
+		278.5	0.5
The		279.0	0.5
shouting		279.5	0.5
and		280.0	0.5
the		280.5	0.5
echoes		281.0	0.5
seemed		281.5	0.5
to		282.0	0.5
be		282.5	0.5
driving		283.0	0.5
the		283.5	0.5
troll		284.0	0.5
berserk.		284.5	0.5
It		285.0	0.5
roared		285.5	0.5
again		286.0	0.5
and		286.5	0.5
started		287.0	0.5
toward		287.5	0.5
Ron,		288.0	0.5
who		288.5	0.5
was		289.0	0.5
nearest		289.5	0.5
and		290.0	0.5
had		290.5	0.5
no		291.0	0.5
way		291.5	0.5
to		292.0	0.5
escape.		292.5	0.5
+		293.0	0.5
Harry		293.5	0.5
then		294.0	0.5
did		294.5	0.5
something		295.0	0.5
that		295.5	0.5
was		296.0	0.5
both		296.5	0.5
very		297.0	0.5
brave		297.5	0.5
and		298.0	0.5
very		298.5	0.5
stupid:		299.0	0.5
He		299.5	0.5
took		300.0	0.5
a		300.5	0.5
great		301.0	0.5
running		301.5	0.5
jump		302.0	0.5
and		302.5	0.5
managed		303.0	0.5
to		303.5	0.5
fasten		304.0	0.5
his		304.5	0.5
arms		305.0	0.5
around		305.5	0.5
the		306.0	0.5
troll's		306.5	0.5
neck		307.0	0.5
from		307.5	0.5
behind.		308.0	0.5
The		308.5	0.5
troll		309.0	0.5
couldn't		309.5	0.5
feel		310.0	0.5
Harry		310.5	0.5
hanging		311.0	0.5
there,		311.5	0.5
but		312.0	0.5
even		312.5	0.5
a		313.0	0.5
troll		313.5	0.5
will		314.0	0.5
notice		314.5	0.5
if		315.0	0.5
you		315.5	0.5
stick		316.0	0.5
a		316.5	0.5
long		317.0	0.5
bit		317.5	0.5
of		318.0	0.5
wood		318.5	0.5
up		319.0	0.5
its		319.5	0.5
nose,		320.0	0.5
and		320.5	0.5
Harry's		321.0	0.5
wand		321.5	0.5
had		322.0	0.5
still		322.5	0.5
been		323.0	0.5
in		323.5	0.5
his		324.0	0.5
hand		324.5	0.5
when		325.0	0.5
he'd		325.5	0.5
jumped		326.0	0.5
--		326.5	0.5
it		327.0	0.5
had		327.5	0.5
gone		328.0	0.5
straight		328.5	0.5
up		329.0	0.5
one		329.5	0.5
of		330.0	0.5
the		330.5	0.5
troll's		331.0	0.5
nostrils.		331.5	0.5
+		332.0	0.5
Howling		332.5	0.5
with		333.0	0.5
pain,		333.5	0.5
the		334.0	0.5
troll		334.5	0.5
twisted		335.0	0.5
and		335.5	0.5
flailed		336.0	0.5
its		336.5	0.5
club,		337.0	0.5
with		337.5	0.5
Harry		338.0	0.5
clinging		338.5	0.5
on		339.0	0.5
for		339.5	0.5
dear		340.0	0.5
life;		340.5	0.5
any		341.0	0.5
second,		341.5	0.5
the		342.0	0.5
troll		342.5	0.5
was		343.0	0.5
going		343.5	0.5
to		344.0	0.5
rip		344.5	0.5
him		345.0	0.5
off		345.5	0.5
or		346.0	0.5
catch		346.5	0.5
him		347.0	0.5
a		347.5	0.5
terrible		348.0	0.5
blow		348.5	0.5
with		349.0	0.5
the		349.5	0.5
club.		350.0	0.5
+		350.5	0.5
Hermione		351.0	0.5
had		351.5	0.5
sunk		352.0	0.5
to		352.5	0.5
the		353.0	0.5
floor		353.5	0.5
in		354.0	0.5
fright;		354.5	0.5
Ron		355.0	0.5
pulled		355.5	0.5
out		356.0	0.5
his		356.5	0.5
own		357.0	0.5
wand		357.5	0.5
--		358.0	0.5
not		358.5	0.5
knowing		359.0	0.5
what		359.5	0.5
he		360.0	0.5
was		360.5	0.5
going		361.0	0.5
to		361.5	0.5
do		362.0	0.5
he		362.5	0.5
heard		363.0	0.5
himself		363.5	0.5
cry		364.0	0.5
the		364.5	0.5
first		365.0	0.5
spell		365.5	0.5
that		366.0	0.5
came		366.5	0.5
into		367.0	0.5
his		367.5	0.5
head:		368.0	0.5
"""Wingardium"	italic	368.5	0.5
"Leviosa!"""	italic	369.0	0.5
+		369.5	0.5
The		370.0	0.5
club		370.5	0.5
flew		371.0	0.5
suddenly		371.5	0.5
out		372.0	0.5
of		372.5	0.5
the		373.0	0.5
troll's		373.5	0.5
hand,		374.0	0.5
rose		374.5	0.5
high,		375.0	0.5
high		375.5	0.5
up		376.0	0.5
into		376.5	0.5
the		377.0	0.5
air,		377.5	0.5
turned		378.0	0.5
slowly		378.5	0.5
over		379.0	0.5
--		379.5	0.5
and		380.0	0.5
dropped,		380.5	0.5
with		381.0	0.5
a		381.5	0.5
sickening		382.0	0.5
crack,		382.5	0.5
onto		383.0	0.5
its		383.5	0.5
owner's		384.0	0.5
head.		384.5	0.5
The		385.0	0.5
troll		385.5	0.5
swayed		386.0	0.5
on		386.5	0.5
the		387.0	0.5
spot		387.5	0.5
and		388.0	0.5
then		388.5	0.5
fell		389.0	0.5
flat		389.5	0.5
on		390.0	0.5
its		390.5	0.5
face,		391.0	0.5
with		391.5	0.5
a		392.0	0.5
thud		392.5	0.5
that		393.0	0.5
made		393.5	0.5
the		394.0	0.5
whole		394.5	0.5
room		395.0	0.5
tremble.		395.5	0.5
+		396.0	0.5
Harry		396.5	0.5
got		397.0	0.5
to		397.5	0.5
his		398.0	0.5
feet.		398.5	0.5
He		399.0	0.5
was		399.5	0.5
shaking		400.0	0.5
and		400.5	0.5
out		401.0	0.5
of		401.5	0.5
breath.		402.0	0.5
Ron		402.5	0.5
was		403.0	0.5
standing		403.5	0.5
there		404.0	0.5
with		404.5	0.5
his		405.0	0.5
wand		405.5	0.5
still		406.0	0.5
raised,		406.5	0.5
staring		407.0	0.5
at		407.5	0.5
what		408.0	0.5
he		408.5	0.5
had		409.0	0.5
done.		409.5	0.5
+		410.0	0.5
It		410.5	0.5
was		411.0	0.5
Hermione		411.5	0.5
who		412.0	0.5
spoke		412.5	0.5
first.		413.0	0.5
+		413.5	0.5
"""Is"		414.0	0.5
it		414.5	0.5
--		415.0	0.5
"dead?"""		415.5	0.5
+		416.0	0.5
I		416.5	0.5
don't		417.0	0.5
think		417.5	0.5
"so,"""		418.0	0.5
said		418.5	0.5
Harry,		419.0	0.5
I		419.5	0.5
think		420.0	0.5
it's		420.5	0.5
just		421.0	0.5
been		421.5	0.5
knocked		422.0	0.5
"out."""		422.5	0.5
+		423.0	0.5
He		423.5	0.5
bent		424.0	0.5
down		424.5	0.5
and		425.0	0.5
pulled		425.5	0.5
his		426.0	0.5
wand		426.5	0.5
out		427.0	0.5
of		427.5	0.5
the		428.0	0.5
troll's		428.5	0.5
nose.		429.0	0.5
It		429.5	0.5
was		430.0	0.5
covered		430.5	0.5
in		431.0	0.5
what		431.5	0.5
looked		432.0	0.5
like		432.5	0.5
lumpy		433.0	0.5
gray		433.5	0.5
glue.		434.0	0.5
+		434.5	0.5
"""Urgh"		435.0	0.5
--		435.5	0.5
troll		436.0	0.5
"boogers."""		436.5	0.5
+		437.0	0.5
He		437.5	0.5
wiped		438.0	0.5
it		438.5	0.5
on		439.0	0.5
the		439.5	0.5
troll's		440.0	0.5
trousers.		440.5	0.5
+		441.0	0.5
A		441.5	0.5
sudden		442.0	0.5
slamming		442.5	0.5
and		443.0	0.5
loud		443.5	0.5
footsteps		444.0	0.5
made		444.5	0.5
the		445.0	0.5
three		445.5	0.5
of		446.0	0.5
them		446.5	0.5
look		447.0	0.5
up.		447.5	0.5
They		448.0	0.5
hadn't		448.5	0.5
realized		449.0	0.5
what		449.5	0.5
a		450.0	0.5
racket		450.5	0.5
they		451.0	0.5
had		451.5	0.5
been		452.0	0.5
making,		452.5	0.5
but		453.0	0.5
of		453.5	0.5
course,		454.0	0.5
someone		454.5	0.5
downstairs		455.0	0.5
must		455.5	0.5
have		456.0	0.5
heard		456.5	0.5
the		457.0	0.5
crashes		457.5	0.5
and		458.0	0.5
the		458.5	0.5
troll's		459.0	0.5
roars.		459.5	0.5
A		460.0	0.5
moment		460.5	0.5
later,		461.0	0.5
Professor		461.5	0.5
McGonagall		462.0	0.5
had		462.5	0.5
come		463.0	0.5
bursting		463.5	0.5
into		464.0	0.5
the		464.5	0.5
room,		465.0	0.5
closely		465.5	0.5
followed		466.0	0.5
by		466.5	0.5
Snape,		467.0	0.5
with		467.5	0.5
Quirrell		468.0	0.5
bringing		468.5	0.5
up		469.0	0.5
the		469.5	0.5
rear.		470.0	0.5
Quirrell		470.5	0.5
took		471.0	0.5
one		471.5	0.5
look		472.0	0.5
at		472.5	0.5
the		473.0	0.5
troll,		473.5	0.5
let		474.0	0.5
out		474.5	0.5
a		475.0	0.5
faint		475.5	0.5
whimper,		476.0	0.5
and		476.5	0.5
sat		477.0	0.5
quickly		477.5	0.5
down		478.0	0.5
on		478.5	0.5
a		479.0	0.5
toilet,		479.5	0.5
clutching		480.0	0.5
his		480.5	0.5
heart.		481.0	0.5
+		481.5	0.5
Snape		482.0	0.5
bent		482.5	0.5
over		483.0	0.5
the		483.5	0.5
troll.		484.0	0.5
Professor		484.5	0.5
McGonagall		485.0	0.5
was		485.5	0.5
looking		486.0	0.5
at		486.5	0.5
Ron		487.0	0.5
and		487.5	0.5
Harry.		488.0	0.5
Harry		488.5	0.5
had		489.0	0.5
never		489.5	0.5
seen		490.0	0.5
her		490.5	0.5
look		491.0	0.5
so		491.5	0.5
angry.		492.0	0.5
Her		492.5	0.5
lips		493.0	0.5
were		493.5	0.5
white.		494.0	0.5
Hopes		494.5	0.5
of		495.0	0.5
winning		495.5	0.5
fifty		496.0	0.5
points		496.5	0.5
for		497.0	0.5
Gryffindor		497.5	0.5
faded		498.0	0.5
quickly		498.5	0.5
from		499.0	0.5
Harry's		499.5	0.5
mind.		500.0	0.5
+		500.5	0.5
"""What"		501.0	0.5
on		501.5	0.5
earth		502.0	0.5
were		502.5	0.5
you		503.0	0.5
thinking		503.5	0.5
"of?"""		504.0	0.5
said		504.5	0.5
Professor		505.0	0.5
McGonagall,		505.5	0.5
with		506.0	0.5
cold		506.5	0.5
fury		507.0	0.5
in		507.5	0.5
her		508.0	0.5
voice.		508.5	0.5
Harry		509.0	0.5
looked		509.5	0.5
at		510.0	0.5
Ron,		510.5	0.5
who		511.0	0.5
was		511.5	0.5
still		512.0	0.5
standing		512.5	0.5
with		513.0	0.5
his		513.5	0.5
wand		514.0	0.5
in		514.5	0.5
the		515.0	0.5
air.		515.5	0.5
"""You're"		516.0	0.5
lucky		516.5	0.5
you		517.0	0.5
weren't		517.5	0.5
killed.		518.0	0.5
Why		518.5	0.5
aren't		519.0	0.5
you		519.5	0.5
in		520.0	0.5
your		520.5	0.5
"dormitory?"""		521.0	0.5
+		521.5	0.5
Snape		522.0	0.5
gave		522.5	0.5
Harry		523.0	0.5
a		523.5	0.5
swift,		524.0	0.5
piercing		524.5	0.5
look.		525.0	0.5
Harry		525.5	0.5
looked		526.0	0.5
at		526.5	0.5
the		527.0	0.5
floor.		527.5	0.5
He		528.0	0.5
wished		528.5	0.5
Ron		529.0	0.5
would		529.5	0.5
put		530.0	0.5
his		530.5	0.5
wand		531.0	0.5
down.		531.5	0.5
+		532.0	0.5
Then		532.5	0.5
a		533.0	0.5
small		533.5	0.5
voice		534.0	0.5
came		534.5	0.5
out		535.0	0.5
of		535.5	0.5
the		536.0	0.5
shadows.		536.5	0.5
+		537.0	0.5
"""Please,"		537.5	0.5
Professor		538.0	0.5
McGonagall		538.5	0.5
--		539.0	0.5
they		539.5	0.5
were		540.0	0.5
looking		540.5	0.5
for		541.0	0.5
"me."""		541.5	0.5
+		542.0	0.5
"""Miss"		542.5	0.5
"Granger!"""		543.0	0.5
+		543.5	0.5
Hermione		544.0	0.5
had		544.5	0.5
managed		545.0	0.5
to		545.5	0.5
get		546.0	0.5
to		546.5	0.5
her		547.0	0.5
feet		547.5	0.5
at		548.0	0.5
last.		548.5	0.5
+		549.0	0.5
I		549.5	0.5
went		550.0	0.5
looking		550.5	0.5
for		551.0	0.5
the		551.5	0.5
troll		552.0	0.5
because		552.5	0.5
I		553.0	0.5
--		553.5	0.5
I		554.0	0.5
thought		554.5	0.5
I		555.0	0.5
could		555.5	0.5
deal		556.0	0.5
with		556.5	0.5
it		557.0	0.5
on		557.5	0.5
my		558.0	0.5
own		558.5	0.5
--		559.0	0.5
you		559.5	0.5
know,		560.0	0.5
because		560.5	0.5
I've		561.0	0.5
read		561.5	0.5
all		562.0	0.5
about		562.5	0.5
"them."""		563.0	0.5
+		563.5	0.5
Ron		564.0	0.5
dropped		564.5	0.5
his		565.0	0.5
wand.		565.5	0.5
Hermione		566.0	0.5
Granger,		566.5	0.5
telling		567.0	0.5
a		567.5	0.5
downright		568.0	0.5
lie		568.5	0.5
to		569.0	0.5
a		569.5	0.5
teacher?		570.0	0.5
+		570.5	0.5
"""If"		571.0	0.5
they		571.5	0.5
hadn't		572.0	0.5
found		572.5	0.5
me,		573.0	0.5
I'd		573.5	0.5
be		574.0	0.5
dead		574.5	0.5
now.		575.0	0.5
Harry		575.5	0.5
stuck		576.0	0.5
his		576.5	0.5
wand		577.0	0.5
up		577.5	0.5
its		578.0	0.5
nose		578.5	0.5
and		579.0	0.5
Ron		579.5	0.5
knocked		580.0	0.5
it		580.5	0.5
out		581.0	0.5
with		581.5	0.5
its		582.0	0.5
own		582.5	0.5
club.		583.0	0.5
They		583.5	0.5
didn't		584.0	0.5
have		584.5	0.5
time		585.0	0.5
to		585.5	0.5
come		586.0	0.5
and		586.5	0.5
fetch		587.0	0.5
anyone.		587.5	0.5
It		588.0	0.5
was		588.5	0.5
about		589.0	0.5
to		589.5	0.5
finish		590.0	0.5
me		590.5	0.5
off		591.0	0.5
when		591.5	0.5
they		592.0	0.5
"arrived."""		592.5	0.5
+		593.0	0.5
Harry		593.5	0.5
and		594.0	0.5
Ron		594.5	0.5
tried		595.0	0.5
to		595.5	0.5
look		596.0	0.5
as		596.5	0.5
though		597.0	0.5
this		597.5	0.5
story		598.0	0.5
wasn't		598.5	0.5
new		599.0	0.5
to		599.5	0.5
them.		600.0	0.5
+		600.5	0.5
"""Well"		601.0	0.5
--		601.5	0.5
in		602.0	0.5
that		602.5	0.5
"case..."""		603.0	0.5
said		603.5	0.5
Professor		604.0	0.5
McGonagall,		604.5	0.5
staring		605.0	0.5
at		605.5	0.5
the		606.0	0.5
three		606.5	0.5
of		607.0	0.5
them,		607.5	0.5
"""Miss"		608.0	0.5
Granger,		608.5	0.5
you		609.0	0.5
foolish		609.5	0.5
girl,		610.0	0.5
how		610.5	0.5
could		611.0	0.5
you		611.5	0.5
think		612.0	0.5
of		612.5	0.5
tackling		613.0	0.5
a		613.5	0.5
mountain		614.0	0.5
troll		614.5	0.5
on		615.0	0.5
your		615.5	0.5
"own?"""		616.0	0.5
+		616.5	0.5
Hermione		617.0	0.5
hung		617.5	0.5
her		618.0	0.5
head.		618.5	0.5
Harry		619.0	0.5
was		619.5	0.5
speechless.		620.0	0.5
Hermione		620.5	0.5
was		621.0	0.5
the		621.5	0.5
last		622.0	0.5
person		622.5	0.5
to		623.0	0.5
do		623.5	0.5
anything		624.0	0.5
against		624.5	0.5
the		625.0	0.5
rules,		625.5	0.5
and		626.0	0.5
here		626.5	0.5
she		627.0	0.5
was,		627.5	0.5
pretending		628.0	0.5
she		628.5	0.5
had,		629.0	0.5
to		629.5	0.5
get		630.0	0.5
them		630.5	0.5
out		631.0	0.5
of		631.5	0.5
trouble.		632.0	0.5
It		632.5	0.5
was		633.0	0.5
as		633.5	0.5
if		634.0	0.5
Snape		634.5	0.5
had		635.0	0.5
started		635.5	0.5
handing		636.0	0.5
out		636.5	0.5
sweets.		637.0	0.5
+		637.5	0.5
"""Miss"		638.0	0.5
Granger,		638.5	0.5
five		639.0	0.5
points		639.5	0.5
will		640.0	0.5
be		640.5	0.5
taken		641.0	0.5
from		641.5	0.5
Gryffindor		642.0	0.5
for		642.5	0.5
"this,"""		643.0	0.5
said		643.5	0.5
Professor		644.0	0.5
McGonagall.		644.5	0.5
"""I'm"		645.0	0.5
very		645.5	0.5
disappointed		646.0	0.5
in		646.5	0.5
you.		647.0	0.5
If		647.5	0.5
you're		648.0	0.5
not		648.5	0.5
hurt		649.0	0.5
at		649.5	0.5
all,		650.0	0.5
you'd		650.5	0.5
