word	format	onset	duration
wasn't		250.0	0.5
his		250.5	0.5
fault,		251.0	0.5
Professor		251.5	0.5
"—"""		252.0	0.5
+		252.5	0.5
"""Be"		253.0	0.5
quiet,		253.5	0.5
Miss		254.0	0.5
Patil		254.5	0.5
"—"""		255.0	0.5
+		255.5	0.5
"""But"		256.0	0.5
Malfoy		256.5	0.5
"—"""		257.0	0.5
"""That's"		257.5	0.5
enough,		258.0	0.5
Mr.		258.5	0.5
Weasley.		259.0	0.5
Potter,		259.5	0.5
follow		260.0	0.5
me,		260.5	0.5
"now."""		261.0	0.5
+		261.5	0.5
Harry		262.0	0.5
caught		262.5	0.5
sight		263.0	0.5
of		263.5	0.5
Malfoy,		264.0	0.5
Crabbe,		264.5	0.5
and		265.0	0.5
Goyle's		265.5	0.5
triumphant		266.0	0.5
faces		266.5	0.5
as		267.0	0.5
he		267.5	0.5
left,		268.0	0.5
walking		268.5	0.5
numbly		269.0	0.5
in		269.5	0.5
Professor		270.0	0.5
McGonagall's		270.5	0.5
wake		271.0	0.5
as		271.5	0.5
she		272.0	0.5
strode		272.5	0.5
toward		273.0	0.5
the		273.5	0.5
castle.		274.0	0.5
He		274.5	0.5
was		275.0	0.5
going		275.5	0.5
to		276.0	0.5
be		276.5	0.5
expelled,		277.0	0.5
he		277.5	0.5
just		278.0	0.5
knew		278.5	0.5
it.		279.0	0.5
He		279.5	0.5
wanted		280.0	0.5
to		280.5	0.5
say		281.0	0.5
something		281.5	0.5
to		282.0	0.5
defend		282.5	0.5
himself,		283.0	0.5
but		283.5	0.5
there		284.0	0.5
seemed		284.5	0.5
to		285.0	0.5
be		285.5	0.5
something		286.0	0.5
wrong		286.5	0.5
with		287.0	0.5
his		287.5	0.5
voice.		288.0	0.5
Professor		288.5	0.5
McGonagall		289.0	0.5
was		289.5	0.5
sweeping		290.0	0.5
along		290.5	0.5
without		291.0	0.5
even		291.5	0.5
looking		292.0	0.5
at		292.5	0.5
him;		293.0	0.5
he		293.5	0.5
had		294.0	0.5
to		294.5	0.5
jog		295.0	0.5
to		295.5	0.5
keep		296.0	0.5
up.		296.5	0.5
Now		297.0	0.5
he'd		297.5	0.5
done		298.0	0.5
it.		298.5	0.5
He		299.0	0.5
hadn't		299.5	0.5
even		300.0	0.5
lasted		300.5	0.5
two		301.0	0.5
weeks.		301.5	0.5
He'd		302.0	0.5
be		302.5	0.5
packing		303.0	0.5
his		303.5	0.5
bags		304.0	0.5
in		304.5	0.5
ten		305.0	0.5
minutes.		305.5	0.5
What		306.0	0.5
would		306.5	0.5
the		307.0	0.5
Dursleys		307.5	0.5
say		308.0	0.5
when		308.5	0.5
he		309.0	0.5
turned		309.5	0.5
up		310.0	0.5
on		310.5	0.5
the		311.0	0.5
doorstep?		311.5	0.5
+		312.0	0.5
Up		312.5	0.5
the		313.0	0.5
front		313.5	0.5
steps,		314.0	0.5
up		314.5	0.5
the		315.0	0.5
marble		315.5	0.5
staircase		316.0	0.5
inside,		316.5	0.5
and		317.0	0.5
still		317.5	0.5
Professor		318.0	0.5
McGonagall		318.5	0.5
didn't		319.0	0.5
say		319.5	0.5
a		320.0	0.5
word		320.5	0.5
to		321.0	0.5
him.		321.5	0.5
She		322.0	0.5
wrenched		322.5	0.5
open		323.0	0.5
doors		323.5	0.5
and		324.0	0.5
marched		324.5	0.5
along		325.0	0.5
corridors		325.5	0.5
with		326.0	0.5
Harry		326.5	0.5
trotting		327.0	0.5
miserably		327.5	0.5
behind		328.0	0.5
her.		328.5	0.5
Maybe		329.0	0.5
she		329.5	0.5
was		330.0	0.5
taking		330.5	0.5
him		331.0	0.5
to		331.5	0.5
Dumbledore.		332.0	0.5
He		332.5	0.5
thought		333.0	0.5
of		333.5	0.5
Hagrid,		334.0	0.5
expelled		334.5	0.5
but		335.0	0.5
allowed		335.5	0.5
to		336.0	0.5
stay		336.5	0.5
on		337.0	0.5
as		337.5	0.5
gamekeeper.		338.0	0.5
Perhaps		338.5	0.5
he		339.0	0.5
could		339.5	0.5
be		340.0	0.5
Hagrid's		340.5	0.5
assistant.		341.0	0.5
His		341.5	0.5
stomach		342.0	0.5
twisted		342.5	0.5
as		343.0	0.5
he		343.5	0.5
imagined		344.0	0.5
it,		344.5	0.5
watching		345.0	0.5
Ron		345.5	0.5
and		346.0	0.5
the		346.5	0.5
others		347.0	0.5
becoming		347.5	0.5
wizards		348.0	0.5
while		348.5	0.5
he		349.0	0.5
stumped		349.5	0.5
around		350.0	0.5
the		350.5	0.5
grounds		351.0	0.5
carrying		351.5	0.5
Hagrid's		352.0	0.5
bag.		352.5	0.5
+		353.0	0.5
Professor		353.5	0.5
McGonagall		354.0	0.5
stopped		354.5	0.5
outside		355.0	0.5
a		355.5	0.5
classroom.		356.0	0.5
She		356.5	0.5
opened		357.0	0.5
the		357.5	0.5
door		358.0	0.5
and		358.5	0.5
poked		359.0	0.5
her		359.5	0.5
head		360.0	0.5
inside.		360.5	0.5
+		361.0	0.5
"""Excuse"		361.5	0.5
me,		362.0	0.5
Professor		362.5	0.5
Flitwick,		363.0	0.5
could		363.5	0.5
I		364.0	0.5
borrow		364.5	0.5
Wood		365.0	0.5
for		365.5	0.5
a		366.0	0.5
"moment?"""		366.5	0.5
+		367.0	0.5
Wood?		367.5	0.5
thought		368.0	0.5
Harry,		368.5	0.5
bewildered;		369.0	0.5
was		369.5	0.5
Wood		370.0	0.5
a		370.5	0.5
cane		371.0	0.5
she		371.5	0.5
was		372.0	0.5
going		372.5	0.5
to		373.0	0.5
use		373.5	0.5
on		374.0	0.5
him?		374.5	0.5
But		375.0	0.5
Wood		375.5	0.5
turned		376.0	0.5
out		376.5	0.5
to		377.0	0.5
be		377.5	0.5
a		378.0	0.5
person,		378.5	0.5
a		379.0	0.5
burly		379.5	0.5
fifth-year		380.0	0.5
boy		380.5	0.5
who		381.0	0.5
came		381.5	0.5
out		382.0	0.5
of		382.5	0.5
Flitwick's		383.0	0.5
class		383.5	0.5
looking		384.0	0.5
confused.		384.5	0.5
+		385.0	0.5
"""Follow"		385.5	0.5
me,		386.0	0.5
you		386.5	0.5
"two,"""		387.0	0.5
said		387.5	0.5
Professor		388.0	0.5
McGonagall,		388.5	0.5
and		389.0	0.5
they		389.5	0.5
marched		390.0	0.5
on		390.5	0.5
up		391.0	0.5
the		391.5	0.5
corridor,		392.0	0.5
Wood		392.5	0.5
looking		393.0	0.5
curiously		393.5	0.5
at		394.0	0.5
Harry.		394.5	0.5
+		395.0	0.5
"""In"		395.5	0.5
"here."""		396.0	0.5
+		396.5	0.5
Professor		397.0	0.5
McGonagall		397.5	0.5
pointed		398.0	0.5
them		398.5	0.5
into		399.0	0.5
a		399.5	0.5
classroom		400.0	0.5
that		400.5	0.5
was		401.0	0.5
empty		401.5	0.5
except		402.0	0.5
for		402.5	0.5
Peeves,		403.0	0.5
who		403.5	0.5
was		404.0	0.5
busy		404.5	0.5
writing		405.0	0.5
rude		405.5	0.5
words		406.0	0.5
on		406.5	0.5
the		407.0	0.5
blackboard.		407.5	0.5
+		408.0	0.5
"""Out,"		408.5	0.5
"Peeves!"""		409.0	0.5
she		409.5	0.5
barked.		410.0	0.5
Peeves		410.5	0.5
threw		411.0	0.5
the		411.5	0.5
chalk		412.0	0.5
into		412.5	0.5
a		413.0	0.5
bin,		413.5	0.5
which		414.0	0.5
clanged		414.5	0.5
loudly,		415.0	0.5
and		415.5	0.5
he		416.0	0.5
swooped		416.5	0.5
out		417.0	0.5
cursing.		417.5	0.5
Professor		418.0	0.5
McGonagall		418.5	0.5
slammed		419.0	0.5
the		419.5	0.5
door		420.0	0.5
behind		420.5	0.5
him		421.0	0.5
and		421.5	0.5
turned		422.0	0.5
to		422.5	0.5
face		423.0	0.5
the		423.5	0.5
two		424.0	0.5
boys.		424.5	0.5
+		425.0	0.5
"""Potter,"		425.5	0.5
this		426.0	0.5
is		426.5	0.5
Oliver		427.0	0.5
Wood.		427.5	0.5
 Wood		428.0	0.5
—		428.5	0.5
I've		429.0	0.5
found		429.5	0.5
you		430.0	0.5
a		430.5	0.5
"Seeker."""		431.0	0.5
+		431.5	0.5
Wood's		432.0	0.5
expression		432.5	0.5
changed		433.0	0.5
from		433.5	0.5
puzzlement		434.0	0.5
to		434.5	0.5
delight.		435.0	0.5
+		435.5	0.5
"""Are"		436.0	0.5
you		436.5	0.5
serious,		437.0	0.5
"Professor?"""		437.5	0.5
+		438.0	0.5
"""Absolutely,"""		438.5	0.5
said		439.0	0.5
Professor		439.5	0.5
McGonagall		440.0	0.5
crisply.		440.5	0.5
"""The"		441.0	0.5
boy's		441.5	0.5
a		442.0	0.5
natural.		442.5	0.5
I've		443.0	0.5
never		443.5	0.5
seen		444.0	0.5
anything		444.5	0.5
like		445.0	0.5
it.		445.5	0.5
Was		446.0	0.5
that		446.5	0.5
your		447.0	0.5
first		447.5	0.5
time		448.0	0.5
on		448.5	0.5
a		449.0	0.5
broomstick,		449.5	0.5
"Potter?"""		450.0	0.5
+		450.5	0.5
Harry		451.0	0.5
nodded		451.5	0.5
silently.		452.0	0.5
He		452.5	0.5
didn't		453.0	0.5
have		453.5	0.5
a		454.0	0.5
clue		454.5	0.5
what		455.0	0.5
was		455.5	0.5
going		456.0	0.5
on,		456.5	0.5
but		457.0	0.5
he		457.5	0.5
didn't		458.0	0.5
seem		458.5	0.5
to		459.0	0.5
be		459.5	0.5
being		460.0	0.5
expelled,		460.5	0.5
and		461.0	0.5
some		461.5	0.5
of		462.0	0.5
the		462.5	0.5
feeling		463.0	0.5
started		463.5	0.5
coming		464.0	0.5
back		464.5	0.5
to		465.0	0.5
his		465.5	0.5
legs.		466.0	0.5
+		466.5	0.5
"""He"		467.0	0.5
caught		467.5	0.5
that		468.0	0.5
thing		468.5	0.5
in		469.0	0.5
his		469.5	0.5
hand		470.0	0.5
after		470.5	0.5
a		471.0	0.5
fifty-foot		471.5	0.5
"dive,"""		472.0	0.5
Professor		472.5	0.5
McGonagall		473.0	0.5
told		473.5	0.5
Wood.		474.0	0.5
"""Didn't"		474.5	0.5
even		475.0	0.5
scratch		475.5	0.5
himself.		476.0	0.5
Charlie		476.5	0.5
Weasley		477.0	0.5
couldn't		477.5	0.5
have		478.0	0.5
done		478.5	0.5
"it."""		479.0	0.5
+		479.5	0.5
Wood		480.0	0.5
was		480.5	0.5
now		481.0	0.5
looking		481.5	0.5
as		482.0	0.5
though		482.5	0.5
all		483.0	0.5
his		483.5	0.5
dreams		484.0	0.5
had		484.5	0.5
come		485.0	0.5
true		485.5	0.5
at		486.0	0.5
once.		486.5	0.5
+		487.0	0.5
"""Ever"		487.5	0.5
seen		488.0	0.5
a		488.5	0.5
game		489.0	0.5
of		489.5	0.5
Quidditch,		490.0	0.5
"Potter?"""		490.5	0.5
he		491.0	0.5
asked		491.5	0.5
excitedly.		492.0	0.5
+		492.5	0.5
"""Wood's"		493.0	0.5
captain		493.5	0.5
of		494.0	0.5
the		494.5	0.5
Gryffindor		495.0	0.5
"team,"""		495.5	0.5
Professor		496.0	0.5
McGonagall		496.5	0.5
explained.		497.0	0.5
+		497.5	0.5
"""He's"		498.0	0.5
just		498.5	0.5
the		499.0	0.5
build		499.5	0.5
for		500.0	0.5
a		500.5	0.5
Seeker,		501.0	0.5
"too,"""		501.5	0.5
said		502.0	0.5
Wood,		502.5	0.5
now		503.0	0.5
walking		503.5	0.5
around		504.0	0.5
Harry		504.5	0.5
and		505.0	0.5
staring		505.5	0.5
at		506.0	0.5
him.		506.5	0.5
"""Light"		507.0	0.5
—		507.5	0.5
speedy		508.0	0.5
—		508.5	0.5
we'll		509.0	0.5
have		509.5	0.5
to		510.0	0.5
get		510.5	0.5
him		511.0	0.5
a		511.5	0.5
decent		512.0	0.5
broom,		512.5	0.5
Professor		513.0	0.5
—		513.5	0.5
a		514.0	0.5
Nimbus		514.5	0.5
Two		515.0	0.5
Thousand		515.5	0.5
or		516.0	0.5
a		516.5	0.5
Cleansweep		517.0	0.5
Seven,		517.5	0.5
I'd		518.0	0.5
"say."""		518.5	0.5
+		519.0	0.5
"""I"		519.5	0.5
shall		520.0	0.5
speak		520.5	0.5
to		521.0	0.5
Professor		521.5	0.5
Dumbledore		522.0	0.5
and		522.5	0.5
see		523.0	0.5
if		523.5	0.5
we		524.0	0.5
can't		524.5	0.5
bend		525.0	0.5
the		525.5	0.5
first-year		526.0	0.5
rule.		526.5	0.5
Heaven		527.0	0.5
knows,		527.5	0.5
we		528.0	0.5
need		528.5	0.5
a		529.0	0.5
better		529.5	0.5
team		530.0	0.5
than		530.5	0.5
last		531.0	0.5
year.		531.5	0.5
Flattened		532.0	0.5
in		532.5	0.5
that		533.0	0.5
last		533.5	0.5
match		534.0	0.5
by		534.5	0.5
Slytherin,		535.0	0.5
I		535.5	0.5
couldn't		536.0	0.5
look		536.5	0.5
Severus		537.0	0.5
Snape		537.5	0.5
in		538.0	0.5
the		538.5	0.5
face		539.0	0.5
for		539.5	0.5
weeks.		540.0	0.5
"..."""		540.5	0.5
+		541.0	0.5
Professor		541.5	0.5
McGonagall		542.0	0.5
peered		542.5	0.5
sternly		543.0	0.5
over		543.5	0.5
her		544.0	0.5
glasses		544.5	0.5
at		545.0	0.5
Harry.		545.5	0.5
+		546.0	0.5
"""I"		546.5	0.5
want		547.0	0.5
to		547.5	0.5
hear		548.0	0.5
you're		548.5	0.5
training		549.0	0.5
hard,		549.5	0.5
Potter,		550.0	0.5
or		550.5	0.5
I		551.0	0.5
may		551.5	0.5
change		552.0	0.5
my		552.5	0.5
mind		553.0	0.5
about		553.5	0.5
punishing		554.0	0.5
"you."""		554.5	0.5
+		555.0	0.5
Then		555.5	0.5
she		556.0	0.5
suddenly		556.5	0.5
smiled.		557.0	0.5
+		557.5	0.5
"""Your"		558.0	0.5
father		558.5	0.5
would		559.0	0.5
have		559.5	0.5
been		560.0	0.5
"proud,"""		560.5	0.5
she		561.0	0.5
said.		561.5	0.5
"""He"		562.0	0.5
was		562.5	0.5
an		563.0	0.5
excellent		563.5	0.5
Quidditch		564.0	0.5
player		564.5	0.5
"himself."""		565.0	0.5
+		565.5	0.5
+		566.0	0.5
"""You're"		566.5	0.5
"joking."""	italic	567.0	0.5
+		567.5	0.5
It		568.0	0.5
was		568.5	0.5
dinnertime.		569.0	0.5
Harry		569.5	0.5
had		570.0	0.5
just		570.5	0.5
finished		571.0	0.5
telling		571.5	0.5
Ron		572.0	0.5
what		572.5	0.5
had		573.0	0.5
happened		573.5	0.5
when		574.0	0.5
he'd		574.5	0.5
left		575.0	0.5
the		575.5	0.5
grounds		576.0	0.5
with		576.5	0.5
Professor		577.0	0.5
McGonagall.		577.5	0.5
Ron		578.0	0.5
had		578.5	0.5
a		579.0	0.5
piece		579.5	0.5
of		580.0	0.5
steak		580.5	0.5
and		581.0	0.5
kidney		581.5	0.5
pie		582.0	0.5
halfway		582.5	0.5
to		583.0	0.5
his		583.5	0.5
mouth,		584.0	0.5
but		584.5	0.5
he'd		585.0	0.5
forgotten		585.5	0.5
all		586.0	0.5
about		586.5	0.5
it.		587.0	0.5
+		587.5	0.5
"""Seeker?"""	italic	588.0	0.5
he		588.5	0.5
said.		589.0	0.5
"""But"		589.5	0.5
first		590.0	0.5
years		590.5	0.5
never	italic	591.0	0.5
—		591.5	0.5
you		592.0	0.5
must		592.5	0.5
be		593.0	0.5
the		593.5	0.5
youngest		594.0	0.5
House		594.5	0.5
player		595.0	0.5
in		595.5	0.5
about		596.0	0.5
"—"""		596.5	0.5
+		597.0	0.5
"""—"		597.5	0.5
a		598.0	0.5
"century,"""		598.5	0.5
said		599.0	0.5
Harry,		599.5	0.5
shoveling		600.0	0.5
pie		600.5	0.5
into		601.0	0.5
his		601.5	0.5
mouth.		602.0	0.5
He		602.5	0.5
felt		603.0	0.5
particularly		603.5	0.5
hungry		604.0	0.5
after		604.5	0.5
the		605.0	0.5
excitement		605.5	0.5
of		606.0	0.5
the		606.5	0.5
afternoon.		607.0	0.5
"""Wood"		607.5	0.5
told		608.0	0.5
"me."""		608.5	0.5
+		609.0	0.5
Ron		609.5	0.5
was		610.0	0.5
so		610.5	0.5
amazed,		611.0	0.5
so		611.5	0.5
impressed,		612.0	0.5
he		612.5	0.5
just		613.0	0.5
sat		613.5	0.5
and		614.0	0.5
gaped		614.5	0.5
at		615.0	0.5
Harry.		615.5	0.5
+		616.0	0.5
"""I"		616.5	0.5
start		617.0	0.5
training		617.5	0.5
next		618.0	0.5
"week,"""		618.5	0.5
said		619.0	0.5
Harry.		619.5	0.5
"""Only"		620.0	0.5
don't		620.5	0.5
tell		621.0	0.5
anyone,		621.5	0.5
Wood		622.0	0.5
wants		622.5	0.5
to		623.0	0.5
keep		623.5	0.5
it		624.0	0.5
a		624.5	0.5
"secret."""		625.0	0.5
+		625.5	0.5
Fred		626.0	0.5
and		626.5	0.5
George		627.0	0.5
Weasley		627.5	0.5
now		628.0	0.5
came		628.5	0.5
into		629.0	0.5
the		629.5	0.5
hall,		630.0	0.5
spotted		630.5	0.5
Harry,		631.0	0.5
and		631.5	0.5
hurried		632.0	0.5
over.		632.5	0.5
+		633.0	0.5
"""Well"		633.5	0.5
"done,"""		634.0	0.5
