image_path,condition,image_nr,category_nr,exemplar_nr,test_image_nr,things_category_nr,things_image_nr,things_exemplar_nr
images_fmri/airplane/airplane_10n.jpg,exp,46,4,10,,11,159,10
images_fmri/airplane/airplane_11n.jpg,exp,47,4,11,,11,160,11
images_fmri/airplane/airplane_12n.jpg,exp,48,4,12,,11,161,12
images_fmri/alligator/alligator_01b.jpg,exp,49,5,1,,13,178,1
images_fmri/alligator/alligator_02s.jpg,exp,50,5,2,,13,179,2
images_fmri/alligator/alligator_03n.jpg,exp,51,5,3,,13,180,3
images_fmri/alligator/alligator_04s.jpg,exp,52,5,4,,13,181,4
images_fmri/alligator/alligator_05s.jpg,exp,53,5,5,,13,182,5
images_fmri/alligator/alligator_06s.jpg,exp,54,5,6,,13,183,6
images_fmri/alligator/alligator_07s.jpg,exp,55,5,7,,13,184,7
images_fmri/alligator/alligator_08s.jpg,exp,56,5,8,,13,185,8
images_fmri/alligator/alligator_09s.jpg,exp,57,5,9,,13,186,9
images_fmri/alligator/alligator_10s.jpg,exp,58,5,10,,13,187,10
images_fmri/alligator/alligator_11s.jpg,exp,59,5,11,,13,188,11
images_fmri/alligator/alligator_12s.jpg,exp,60,5,12,,13,189,12
images_fmri/aloe/aloe_01b.jpg,exp,61,6,1,,15,205,1
images_fmri/aloe/aloe_02s.jpg,exp,62,6,2,,15,206,2
images_fmri/aloe/aloe_03n.jpg,exp,63,6,3,,15,207,3
images_fmri/aloe/aloe_04s.jpg,exp,64,6,4,,15,208,4
images_fmri/aloe/aloe_05s.jpg,exp,65,6,5,,15,209,5
images_fmri/aloe/aloe_06s.jpg,exp,66,6,6,,15,210,6
images_fmri/aloe/aloe_07s.jpg,exp,67,6,7,,15,211,7
images_fmri/aloe/aloe_08n.jpg,exp,68,6,8,,15,212,8
images_fmri/aloe/aloe_09s.jpg,exp,69,6,9,,15,213,9
images_fmri/aloe/aloe_10s.jpg,exp,70,6,10,,15,214,10
images_fmri/aloe/aloe_11n.jpg,exp,71,6,11,,15,215,11
images_fmri/aloe/aloe_12n.jpg,exp,72,6,12,,15,216,12
images_fmri/altar/altar_01b.jpg,exp,73,7,1,,17,232,1
images_fmri/altar/altar_02s.jpg,exp,74,7,2,,17,233,2
images_fmri/altar/altar_03s.jpg,exp,75,7,3,,17,234,3
images_fmri/altar/altar_04s.jpg,exp,76,7,4,,17,235,4
images_fmri/altar/altar_05s.jpg,exp,77,7,5,,17,236,5
images_fmri/altar/altar_06s.jpg,exp,78,7,6,,17,237,6
images_fmri/altar/altar_07s.jpg,exp,79,7,7,,17,238,7
images_fmri/altar/altar_08s.jpg,exp,80,7,8,,17,239,8
images_fmri/altar/altar_09s.jpg,exp,81,7,9,,17,240,9
images_fmri/altar/altar_10s.jpg,exp,82,7,10,,17,241,10
images_fmri/altar/altar_11n.jpg,exp,83,7,11,,17,242,11
images_fmri/altar/altar_12s.jpg,exp,84,7,12,,17,243,12
images_fmri/aluminum_foil/aluminum_foil_01b.jpg,exp,85,8,1,,18,250,1
images_fmri/aluminum_foil/aluminum_foil_02s.jpg,exp,86,8,2,,18,251,2
images_fmri/aluminum_foil/aluminum_foil_03s.jpg,exp,87,8,3,,18,252,3
images_fmri/aluminum_foil/aluminum_foil_04s.jpg,exp,88,8,4,,18,253,4
images_fmri/aluminum_foil/aluminum_foil_05s.jpg,exp,89,8,5,,18,254,5
images_fmri/aluminum_foil/aluminum_foil_06s.jpg,exp,90,8,6,,18,255,6
images_fmri/aluminum_foil/aluminum_foil_07s.jpg,exp,91,8,7,,18,256,7
images_fmri/aluminum_foil/aluminum_foil_08s.jpg,exp,92,8,8,,18,257,8
images_fmri/aluminum_foil/aluminum_foil_09s.jpg,exp,93,8,9,,18,258,9
images_fmri/aluminum_foil/aluminum_foil_10s.jpg,exp,94,8,10,,18,259,10
images_fmri/aluminum_foil/aluminum_foil_11s.jpg,exp,95,8,11,,18,260,11
images_fmri/aluminum_foil/aluminum_foil_12s.jpg,exp,96,8,12,,18,261,12
images_fmri/anchor/anchor_01b.jpg,exp,97,9,1,,22,306,1
images_fmri/anchor/anchor_02s.jpg,exp,98,9,2,,22,307,2
images_fmri/anchor/anchor_03n.jpg,exp,99,9,3,,22,308,3
images_fmri/anchor/anchor_04s.jpg,exp,100,9,4,,22,309,4
images_fmri/anchor/anchor_05s.jpg,exp,101,9,5,,22,310,5
images_fmri/anchor/anchor_06s.jpg,exp,102,9,6,,22,311,6
images_fmri/anchor/anchor_07n.jpg,exp,103,9,7,,22,312,7
images_fmri/anchor/anchor_08s.jpg,exp,104,9,8,,22,313,8
images_fmri/anchor/anchor_09s.jpg,exp,105,9,9,,22,314,9
images_fmri/anchor/anchor_10s.jpg,exp,106,9,10,,22,315,10
images_fmri/anchor/anchor_11n.jpg,exp,107,9,11,,22,316,11
images_fmri/anchor/anchor_12s.jpg,exp,108,9,12,,22,317,12
images_fmri/anklet/anklet_01b.jpg,exp,109,10,1,,24,332,1
images_fmri/anklet/anklet_02s.jpg,exp,110,10,2,,24,333,2
images_fmri/anklet/anklet_03s.jpg,exp,111,10,3,,24,334,3
images_fmri/anklet/anklet_04s.jpg,exp,112,10,4,,24,335,4
images_fmri/anklet/anklet_05s.jpg,exp,113,10,5,,24,336,5
images_fmri/anklet/anklet_06s.jpg,exp,114,10,6,,24,337,6
images_fmri/anklet/anklet_07s.jpg,exp,115,10,7,,24,338,7
images_fmri/anklet/anklet_08s.jpg,exp,116,10,8,,24,339,8
images_fmri/anklet/anklet_09s.jpg,exp,117,10,9,,24,340,9
images_fmri/anklet/anklet_10s.jpg,exp,118,10,10,,24,341,10
images_fmri/anklet/anklet_11s.jpg,exp,119,10,11,,24,342,11
images_fmri/anklet/anklet_12s.jpg,exp,120,10,12,,24,343,12
images_fmri/ant/ant_01b.jpg,exp,121,11,1,,25,344,1
images_fmri/ant/ant_02s.jpg,exp,122,11,2,,25,345,2
images_fmri/ant/ant_03s.jpg,exp,123,11,3,,25,346,3
images_fmri/ant/ant_04s.jpg,exp,124,11,4,,25,347,4
images_fmri/ant/ant_05s.jpg,exp,125,11,5,,25,348,5
images_fmri/ant/ant_06s.jpg,exp,126,11,6,,25,349,6
images_fmri/ant/ant_07s.jpg,exp,127,11,7,,25,350,7
images_fmri/ant/ant_08s.jpg,exp,128,11,8,,25,351,8
images_fmri/ant/ant_09s.jpg,exp,129,11,9,,25,352,9
images_fmri/ant/ant_10s.jpg,exp,130,11,10,,25,353,10
images_fmri/ant/ant_11s.jpg,exp,131,11,11,,25,354,11
images_fmri/ant/ant_12s.jpg,exp,132,11,12,,25,355,12
images_fmri/anteater/anteater_01b.jpg,exp,133,12,1,,26,356,1
images_fmri/anteater/anteater_02n.jpg,exp,134,12,2,,26,357,2
images_fmri/anteater/anteater_03s.jpg,exp,135,12,3,,26,358,3
images_fmri/anteater/anteater_04s.jpg,exp,136,12,4,,26,359,4
images_fmri/anteater/anteater_05s.jpg,exp,137,12,5,,26,360,5
images_fmri/anteater/anteater_06s.jpg,exp,138,12,6,,26,361,6
images_fmri/anteater/anteater_07n.jpg,exp,139,12,7,,26,362,7
images_fmri/anteater/anteater_08s.jpg,exp,140,12,8,,26,363,8
images_fmri/anteater/anteater_09s.jpg,exp,141,12,9,,26,364,9
images_fmri/anteater/anteater_10s.jpg,exp,142,12,10,,26,365,10
images_fmri/anteater/anteater_11s.jpg,exp,143,12,11,,26,366,11
images_fmri/anteater/anteater_12s.jpg,exp,144,12,12,,26,367,12
images_fmri/antelope/antelope_01b.jpg,exp,145,13,1,,27,368,1
images_fmri/antelope/antelope_02n.jpg,exp,146,13,2,,27,369,2
images_fmri/antelope/antelope_03n.jpg,exp,147,13,3,,27,370,3
images_fmri/antelope/antelope_04n.jpg,exp,148,13,4,,27,371,4
images_fmri/antelope/antelope_05n.jpg,exp,149,13,5,,27,372,5
images_fmri/antelope/antelope_06n.jpg,exp,150,13,6,,27,373,6
images_fmri/antelope/antelope_07n.jpg,exp,151,13,7,,27,374,7
images_fmri/antelope/antelope_08n.jpg,exp,152,13,8,,27,375,8
images_fmri/antelope/antelope_09n.jpg,exp,153,13,9,,27,376,9
images_fmri/antelope/antelope_10n.jpg,exp,154,13,10,,27,377,10
images_fmri/antelope/antelope_11s.jpg,exp,155,13,11,,27,378,11
images_fmri/antelope/antelope_12n.jpg,exp,156,13,12,,27,379,12
images_fmri/antenna/antenna_01b.jpg,exp,157,14,1,,28,380,1
images_fmri/antenna/antenna_02s.jpg,exp,158,14,2,,28,381,2
images_fmri/antenna/antenna_03n.jpg,exp,159,14,3,,28,382,3
images_fmri/antenna/antenna_04n.jpg,exp,160,14,4,,28,383,4
images_fmri/antenna/antenna_05s.jpg,exp,161,14,5,,28,384,5
images_fmri/antenna/antenna_06s.jpg,exp,162,14,6,,28,385,6
images_fmri/antenna/antenna_07s.jpg,exp,163,14,7,,28,386,7
images_fmri/antenna/antenna_08n.jpg,exp,164,14,8,,28,387,8
images_fmri/antenna/antenna_09s.jpg,exp,165,14,9,,28,388,9
images_fmri/antenna/antenna_10n.jpg,exp,166,14,10,,28,389,10
images_fmri/antenna/antenna_11s.jpg,exp,167,14,11,,28,390,11
images_fmri/antenna/antenna_12s.jpg,exp,168,14,12,,28,391,12
images_fmri/anvil/anvil_01b.jpg,exp,169,15,1,,29,392,1
images_fmri/anvil/anvil_02s.jpg,exp,170,15,2,,29,393,2
images_fmri/anvil/anvil_03s.jpg,exp,171,15,3,,29,394,3
images_fmri/anvil/anvil_04s.jpg,exp,172,15,4,,29,395,4
images_fmri/anvil/anvil_05s.jpg,exp,173,15,5,,29,396,5
images_fmri/anvil/anvil_06s.jpg,exp,174,15,6,,29,397,6
images_fmri/anvil/anvil_07n.jpg,exp,175,15,7,,29,398,7
images_fmri/anvil/anvil_08n.jpg,exp,176,15,8,,29,399,8
images_fmri/anvil/anvil_09s.jpg,exp,177,15,9,,29,400,9
images_fmri/anvil/anvil_10s.jpg,exp,178,15,10,,29,401,10
images_fmri/anvil/anvil_11s.jpg,exp,179,15,11,,29,402,11
images_fmri/anvil/anvil_12n.jpg,exp,180,15,12,,29,403,12
images_fmri/apple/apple_01b.jpg,exp,181,16,1,,31,434,1
images_fmri/apple/apple_02s.jpg,exp,182,16,2,,31,435,2
images_fmri/apple/apple_03s.jpg,exp,183,16,3,,31,436,3
images_fmri/apple/apple_04s.jpg,exp,184,16,4,,31,437,4
images_fmri/apple/apple_05s.jpg,exp,185,16,5,,31,438,5
images_fmri/apple/apple_06s.jpg,exp,186,16,6,,31,439,6
images_fmri/apple/apple_07s.jpg,exp,187,16,7,,31,440,7
images_fmri/apple/apple_08s.jpg,exp,188,16,8,,31,441,8
images_fmri/apple/apple_09s.jpg,exp,189,16,9,,31,442,9
images_fmri/apple/apple_10s.jpg,exp,190,16,10,,31,443,10
images_fmri/apple/apple_11s.jpg,exp,191,16,11,,31,444,11
images_fmri/apple/apple_12s.jpg,exp,192,16,12,,31,445,12
images_fmri/applesauce/applesauce_01b.jpg,exp,193,17,1,,33,458,1
images_fmri/applesauce/applesauce_02s.jpg,exp,194,17,2,,33,459,2
images_fmri/applesauce/applesauce_03s.jpg,exp,195,17,3,,33,460,3
images_fmri/applesauce/applesauce_04s.jpg,exp,196,17,4,,33,461,4
images_fmri/applesauce/applesauce_05s.jpg,exp,197,17,5,,33,462,5
images_fmri/applesauce/applesauce_06s.jpg,exp,198,17,6,,33,463,6
images_fmri/applesauce/applesauce_07s.jpg,exp,199,17,7,,33,464,7
images_fmri/applesauce/applesauce_08s.jpg,exp,200,17,8,,33,465,8
images_fmri/applesauce/applesauce_09s.jpg,exp,201,17,9,,33,466,9
images_fmri/applesauce/applesauce_10s.jpg,exp,202,17,10,,33,467,10
images_fmri/applesauce/applesauce_11s.jpg,exp,203,17,11,,33,468,11
images_fmri/applesauce/applesauce_12s.jpg,exp,204,17,12,,33,469,12
images_fmri/artichoke/artichoke_01b.jpg,exp,205,18,1,,40,553,1
images_fmri/artichoke/artichoke_02s.jpg,exp,206,18,2,,40,554,2
images_fmri/artichoke/artichoke_03n.jpg,exp,207,18,3,,40,555,3
images_fmri/artichoke/artichoke_04s.jpg,exp,208,18,4,,40,556,4
images_fmri/artichoke/artichoke_05n.jpg,exp,209,18,5,,40,557,5
images_fmri/artichoke/artichoke_06s.jpg,exp,210,18,6,,40,558,6
images_fmri/artichoke/artichoke_07n.jpg,exp,211,18,7,,40,559,7
images_fmri/artichoke/artichoke_08n.jpg,exp,212,18,8,,40,560,8
images_fmri/artichoke/artichoke_09s.jpg,exp,213,18,9,,40,561,9
images_fmri/artichoke/artichoke_10s.jpg,exp,214,18,10,,40,562,10
images_fmri/artichoke/artichoke_11s.jpg,exp,215,18,11,,40,563,11
images_fmri/artichoke/artichoke_12s.jpg,exp,216,18,12,,40,564,12
images_fmri/ashtray/ashtray_01s.jpg,exp,217,19,1,,42,578,1
images_fmri/ashtray/ashtray_02s.jpg,exp,218,19,2,,42,579,2
images_fmri/ashtray/ashtray_03n.jpg,exp,219,19,3,,42,580,3
images_fmri/ashtray/ashtray_04s.jpg,exp,220,19,4,,42,581,4
images_fmri/ashtray/ashtray_05s.jpg,exp,221,19,5,,42,582,5
images_fmri/ashtray/ashtray_06s.jpg,exp,222,19,6,,42,583,6
images_fmri/ashtray/ashtray_07n.jpg,exp,223,19,7,,42,584,7
images_fmri/ashtray/ashtray_08s.jpg,exp,224,19,8,,42,585,8
images_fmri/ashtray/ashtray_09s.jpg,exp,225,19,9,,42,586,9
images_fmri/ashtray/ashtray_10s.jpg,exp,226,19,10,,42,587,10
images_fmri/ashtray/ashtray_11s.jpg,exp,227,19,11,,42,588,11
images_fmri/ashtray/ashtray_12s.jpg,exp,228,19,12,,42,589,12
images_fmri/asparagus/asparagus_01b.jpg,exp,229,20,1,,43,592,1
images_fmri/asparagus/asparagus_02n.jpg,exp,230,20,2,,43,593,2
images_fmri/asparagus/asparagus_03s.jpg,exp,231,20,3,,43,594,3
images_fmri/asparagus/asparagus_04s.jpg,exp,232,20,4,,43,595,4
images_fmri/asparagus/asparagus_05n.jpg,exp,233,20,5,,43,596,5
images_fmri/asparagus/asparagus_06s.jpg,exp,234,20,6,,43,597,6
images_fmri/asparagus/asparagus_07s.jpg,exp,235,20,7,,43,598,7
images_fmri/asparagus/asparagus_08s.jpg,exp,236,20,8,,43,599,8
images_fmri/asparagus/asparagus_09s.jpg,exp,237,20,9,,43,600,9
images_fmri/asparagus/asparagus_10s.jpg,exp,238,20,10,,43,601,10
images_fmri/asparagus/asparagus_11s.jpg,exp,239,20,11,,43,602,11
images_fmri/asparagus/asparagus_12s.jpg,exp,240,20,12,,43,603,12
images_fmri/avocado/avocado_01b.jpg,exp,241,21,1,,44,604,1
images_fmri/avocado/avocado_02s.jpg,exp,242,21,2,,44,605,2
images_fmri/avocado/avocado_03s.jpg,exp,243,21,3,,44,606,3
images_fmri/avocado/avocado_04s.jpg,exp,244,21,4,,44,607,4
images_fmri/avocado/avocado_05s.jpg,exp,245,21,5,,44,608,5
images_fmri/avocado/avocado_06s.jpg,exp,246,21,6,,44,609,6
images_fmri/avocado/avocado_07s.jpg,exp,247,21,7,,44,610,7
images_fmri/avocado/avocado_08s.jpg,exp,248,21,8,,44,611,8
images_fmri/avocado/avocado_09s.jpg,exp,249,21,9,,44,612,9
images_fmri/avocado/avocado_10s.jpg,exp,250,21,10,,44,613,10
images_fmri/avocado/avocado_11s.jpg,exp,251,21,11,,44,614,11
images_fmri/avocado/avocado_12s.jpg,exp,252,21,12,,44,615,12
images_fmri/axe/axe_01b.jpg,exp,253,22,1,,46,633,1
images_fmri/axe/axe_02n.jpg,exp,254,22,2,,46,634,2
images_fmri/axe/axe_03n.jpg,exp,255,22,3,,46,635,3
images_fmri/axe/axe_04n.jpg,exp,256,22,4,,46,636,4
images_fmri/axe/axe_05n.jpg,exp,257,22,5,,46,637,5
images_fmri/axe/axe_06n.jpg,exp,258,22,6,,46,638,6
images_fmri/axe/axe_07n.jpg,exp,259,22,7,,46,639,7
images_fmri/axe/axe_08n.jpg,exp,260,22,8,,46,640,8
images_fmri/axe/axe_09n.jpg,exp,261,22,9,,46,641,9
images_fmri/axe/axe_10n.jpg,exp,262,22,10,,46,642,10
images_fmri/axe/axe_11n.jpg,exp,263,22,11,,46,643,11
images_fmri/axe/axe_12n.jpg,exp,264,22,12,,46,644,12
images_fmri/baby/baby_01b.jpg,exp,265,23,1,,47,647,1
images_fmri/baby/baby_02s.jpg,exp,266,23,2,,47,648,2
images_fmri/baby/baby_03s.jpg,exp,267,23,3,,47,649,3
images_fmri/baby/baby_04s.jpg,exp,268,23,4,,47,650,4
images_fmri/baby/baby_05s.jpg,exp,269,23,5,,47,651,5
images_fmri/baby/baby_06s.jpg,exp,270,23,6,,47,652,6
images_fmri/baby/baby_07s.jpg,exp,271,23,7,,47,653,7
images_fmri/baby/baby_08s.jpg,exp,272,23,8,,47,654,8
images_fmri/baby/baby_09s.jpg,exp,273,23,9,,47,655,9
images_fmri/baby/baby_10s.jpg,exp,274,23,10,,47,656,10
images_fmri/baby/baby_11s.jpg,exp,275,23,11,,47,657,11
images_fmri/baby/baby_12s.jpg,exp,276,23,12,,47,658,12
images_fmri/backpack/backpack_01b.jpg,exp,277,24,1,,50,709,1
images_fmri/backpack/backpack_02s.jpg,exp,278,24,2,,50,710,2
images_fmri/backpack/backpack_03s.jpg,exp,279,24,3,,50,711,3
images_fmri/backpack/backpack_04s.jpg,exp,280,24,4,,50,712,4
images_fmri/backpack/backpack_05s.jpg,exp,281,24,5,,50,713,5
images_fmri/backpack/backpack_06s.jpg,exp,282,24,6,,50,714,6
images_fmri/backpack/backpack_07s.jpg,exp,283,24,7,,50,715,7
images_fmri/backpack/backpack_08s.jpg,exp,284,24,8,,50,716,8
images_fmri/backpack/backpack_09s.jpg,exp,285,24,9,,50,717,9
images_fmri/backpack/backpack_10s.jpg,exp,286,24,10,,50,718,10
images_fmri/backpack/backpack_11s.jpg,exp,287,24,11,,50,719,11
images_fmri/backpack/backpack_12s.jpg,exp,288,24,12,,50,720,12
images_fmri/bag/bag_01b.jpg,exp,289,25,1,,55,796,1
images_fmri/bag/bag_02s.jpg,exp,290,25,2,,55,797,2
images_fmri/bag/bag_03s.jpg,exp,291,25,3,,55,798,3
images_fmri/bag/bag_04s.jpg,exp,292,25,4,,55,799,4
images_fmri/bag/bag_05s.jpg,exp,293,25,5,,55,800,5
images_fmri/bag/bag_06s.jpg,exp,294,25,6,,55,801,6
images_fmri/bag/bag_07s.jpg,exp,295,25,7,,55,802,7
images_fmri/bag/bag_08s.jpg,exp,296,25,8,,55,803,8
images_fmri/bag/bag_09s.jpg,exp,297,25,9,,55,804,9
images_fmri/bag/bag_10s.jpg,exp,298,25,10,,55,805,10
images_fmri/bag/bag_11s.jpg,exp,299,25,11,,55,806,11
images_fmri/bag/bag_12s.jpg,exp,300,25,12,,55,807,12
images_fmri/bagel/bagel_01s.jpg,exp,301,26,1,,56,812,1
images_fmri/bagel/bagel_02n.jpg,exp,302,26,2,,56,813,2
images_fmri/bagel/bagel_03s.jpg,exp,303,26,3,,56,814,3
images_fmri/bagel/bagel_04s.jpg,exp,304,26,4,,56,815,4
images_fmri/bagel/bagel_05s.jpg,exp,305,26,5,,56,816,5
images_fmri/bagel/bagel_06s.jpg,exp,306,26,6,,56,817,6
images_fmri/bagel/bagel_07s.jpg,exp,307,26,7,,56,818,7
images_fmri/bagel/bagel_08s.jpg,exp,308,26,8,,56,819,8
images_fmri/bagel/bagel_09s.jpg,exp,309,26,9,,56,820,9
images_fmri/bagel/bagel_10s.jpg,exp,310,26,10,,56,821,10
images_fmri/bagel/bagel_11s.jpg,exp,311,26,11,,56,822,11
images_fmri/bagel/bagel_12s.jpg,exp,312,26,12,,56,823,12
images_fmri/ball/ball_01b.jpg,exp,313,27,1,,60,880,1
images_fmri/ball/ball_02s.jpg,exp,314,27,2,,60,881,2
images_fmri/ball/ball_03s.jpg,exp,315,27,3,,60,882,3
images_fmri/ball/ball_04s.jpg,exp,316,27,4,,60,883,4
images_fmri/ball/ball_05s.jpg,exp,317,27,5,,60,884,5
images_fmri/ball/ball_06s.jpg,exp,318,27,6,,60,885,6
images_fmri/ball/ball_07s.jpg,exp,319,27,7,,60,886,7
images_fmri/ball/ball_08s.jpg,exp,320,27,8,,60,887,8
images_fmri/ball/ball_09s.jpg,exp,321,27,9,,60,888,9
images_fmri/ball/ball_10s.jpg,exp,322,27,10,,60,889,10
images_fmri/ball/ball_11s.jpg,exp,323,27,11,,60,890,11
images_fmri/ball/ball_12s.jpg,exp,324,27,12,,60,891,12
images_fmri/balloon/balloon_01b.jpg,exp,325,28,1,,61,896,1
images_fmri/balloon/balloon_02s.jpg,exp,326,28,2,,61,897,2
images_fmri/balloon/balloon_03s.jpg,exp,327,28,3,,61,898,3
images_fmri/balloon/balloon_04s.jpg,exp,328,28,4,,61,899,4
images_fmri/balloon/balloon_05s.jpg,exp,329,28,5,,61,900,5
images_fmri/balloon/balloon_06s.jpg,exp,330,28,6,,61,901,6
images_fmri/balloon/balloon_07s.jpg,exp,331,28,7,,61,902,7
images_fmri/balloon/balloon_08s.jpg,exp,332,28,8,,61,903,8
images_fmri/balloon/balloon_09s.jpg,exp,333,28,9,,61,904,9
images_fmri/balloon/balloon_10s.jpg,exp,334,28,10,,61,905,10
images_fmri/balloon/balloon_11s.jpg,exp,335,28,11,,61,906,11
images_fmri/balloon/balloon_12s.jpg,exp,336,28,12,,61,907,12
images_fmri/bamboo/bamboo_01b.jpg,exp,337,29,1,,63,932,1
images_fmri/bamboo/bamboo_02s.jpg,exp,338,29,2,,63,933,2
images_fmri/bamboo/bamboo_03s.jpg,exp,339,29,3,,63,934,3
images_fmri/bamboo/bamboo_04n.jpg,exp,340,29,4,,63,935,4
images_fmri/bamboo/bamboo_05n.jpg,exp,341,29,5,,63,936,5
images_fmri/bamboo/bamboo_06s.jpg,exp,342,29,6,,63,937,6
images_fmri/bamboo/bamboo_07s.jpg,exp,343,29,7,,63,938,7
images_fmri/bamboo/bamboo_08s.jpg,exp,344,29,8,,63,939,8
images_fmri/bamboo/bamboo_09s.jpg,exp,345,29,9,,63,940,9
images_fmri/bamboo/bamboo_10s.jpg,exp,346,29,10,,63,941,10
images_fmri/bamboo/bamboo_11s.jpg,exp,347,29,11,,63,942,11
images_fmri/bamboo/bamboo_12s.jpg,exp,348,29,12,,63,943,12
images_fmri/banana/banana_01b.jpg,exp,349,30,1,,64,948,1
images_fmri/banana/banana_02s.jpg,exp,350,30,2,,64,949,2
images_fmri/banana/banana_03s.jpg,exp,351,30,3,,64,950,3
images_fmri/banana/banana_04s.jpg,exp,352,30,4,,64,951,4
images_fmri/banana/banana_05s.jpg,exp,353,30,5,,64,952,5
images_fmri/banana/banana_06s.jpg,exp,354,30,6,,64,953,6
images_fmri/banana/banana_07s.jpg,exp,355,30,7,,64,954,7
images_fmri/banana/banana_08s.jpg,exp,356,30,8,,64,955,8
images_fmri/banana/banana_09s.jpg,exp,357,30,9,,64,956,9
images_fmri/banana/banana_10s.jpg,exp,358,30,10,,64,957,10
images_fmri/banana/banana_11s.jpg,exp,359,30,11,,64,958,11
images_fmri/banana/banana_12s.jpg,exp,360,30,12,,64,959,12
images_fmri/banana_split/banana_split_01b.jpg,exp,361,31,1,,66,978,1
images_fmri/banana_split/banana_split_02s.jpg,exp,362,31,2,,66,979,2
images_fmri/banana_split/banana_split_03s.jpg,exp,363,31,3,,66,980,3
images_fmri/banana_split/banana_split_04s.jpg,exp,364,31,4,,66,981,4
images_fmri/banana_split/banana_split_05s.jpg,exp,365,31,5,,66,982,5
images_fmri/banana_split/banana_split_06s.jpg,exp,366,31,6,,66,983,6
images_fmri/banana_split/banana_split_07s.jpg,exp,367,31,7,,66,984,7
images_fmri/banana_split/banana_split_08s.jpg,exp,368,31,8,,66,985,8
images_fmri/banana_split/banana_split_09s.jpg,exp,369,31,9,,66,986,9
images_fmri/banana_split/banana_split_10s.jpg,exp,370,31,10,,66,987,10
